Hydrophobicity cutoff,Blob length,Blob hydrophobicity class,total SNPs,Enrichment,p value,color
0.03,77,s,13,0.56,0.344,"rgb(255.0, 142.0, 142.0)"
0.03,78,s,42,0.21,7.64e-07,"rgb(255.0, 52.0, 52.0)"
0.03,79,s,20,0.68,0.431,"rgb(255.0, 174.0, 174.0)"
0.03,80,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.03,81,s,18,0.49,0.116,"rgb(255.0, 124.0, 124.0)"
0.03,82,s,9,2.54,0.0337,"rgb(0.0, 0.0, 255.0)"
0.03,83,s,22,0.13,4e-05,"rgb(255.0, 32.0, 32.0)"
0.03,84,s,23,2.38,0.00225,"rgb(0.0, 0.0, 255.0)"
0.03,85,s,14,0.51,0.21,"rgb(255.0, 130.0, 130.0)"
0.03,86,s,12,0.12,0.00328,"rgb(255.0, 30.0, 30.0)"
0.03,87,s,20,0.0,2.27e-07,"rgb(255.0, 0.0, 0.0)"
0.03,88,s,24,0.25,0.000925,"rgb(255.0, 64.0, 64.0)"
0.03,89,s,37,0.2,2.1e-06,"rgb(255.0, 50.0, 50.0)"
0.03,90,s,27,1.18,0.544,"rgb(208.0, 208.0, 255.0)"
0.03,91,s,22,0.37,0.0188,"rgb(255.0, 94.0, 94.0)"
0.03,92,s,26,0.17,2.97e-05,"rgb(255.0, 42.0, 42.0)"
0.03,93,s,20,0.07,1.21e-05,"rgb(255.0, 16.0, 16.0)"
0.03,94,s,27,0.63,0.229,"rgb(255.0, 160.0, 160.0)"
0.03,95,s,16,0.42,0.0737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.03,96,s,15,0.85,0.851,"rgb(255.0, 216.0, 216.0)"
0.03,97,s,30,0.2,2.09e-05,"rgb(255.0, 50.0, 50.0)"
0.03,98,s,26,0.3,0.00189,"rgb(255.0, 76.0, 76.0)"
0.03,99,s,34,0.12,1.4e-07,"rgb(255.0, 30.0, 30.0)"
0.04,1,s,283,1.05,0.587,"rgb(242.0, 242.0, 255.0)"
0.04,3,s,46,1.97,0.00118,"rgb(6.000000000000007, 6.000000000000007, 255.0)"
0.04,4,s,18,0.81,0.733,"rgb(255.0, 206.0, 206.0)"
0.04,5,s,18,0.63,0.328,"rgb(255.0, 160.0, 160.0)"
0.04,6,s,25,1.17,0.531,"rgb(211.99999999999997, 211.99999999999997, 255.0)"
0.04,7,s,14,0.95,1.0,"rgb(255.0, 242.0, 242.0)"
0.04,8,s,21,1.15,0.608,"rgb(216.0, 216.0, 255.0)"
0.04,9,s,24,0.76,0.558,"rgb(255.0, 194.0, 194.0)"
0.04,10,s,19,0.74,0.517,"rgb(255.0, 188.0, 188.0)"
0.04,12,s,31,0.3,0.000637,"rgb(255.0, 76.0, 76.0)"
0.04,13,s,17,1.13,0.704,"rgb(222.0, 222.0, 255.0)"
0.04,14,s,25,1.9,0.0188,"rgb(24.0, 24.0, 255.0)"
0.04,15,s,20,0.22,0.00147,"rgb(255.0, 56.0, 56.0)"
0.04,16,s,31,0.44,0.0131,"rgb(255.0, 112.0, 112.0)"
0.04,17,s,31,0.8,0.519,"rgb(255.0, 204.0, 204.0)"
0.04,18,s,21,0.13,7.89e-05,"rgb(255.0, 32.0, 32.0)"
0.04,19,s,31,0.92,0.894,"rgb(255.0, 234.0, 234.0)"
0.04,20,s,25,0.49,0.0611,"rgb(255.0, 124.0, 124.0)"
0.04,21,s,43,0.75,0.327,"rgb(255.0, 192.0, 192.0)"
0.04,22,s,34,0.53,0.0377,"rgb(255.0, 134.0, 134.0)"
0.04,23,s,44,0.28,1.28e-05,"rgb(255.0, 70.0, 70.0)"
0.04,24,s,51,0.82,0.418,"rgb(255.0, 208.0, 208.0)"
0.04,26,s,54,1.27,0.231,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.04,27,s,39,0.79,0.421,"rgb(255.0, 202.0, 202.0)"
0.04,28,s,45,0.52,0.0123,"rgb(255.0, 131.99999999999997, 131.99999999999997)"
0.04,29,s,42,0.63,0.0881,"rgb(255.0, 160.0, 160.0)"
0.04,30,s,44,0.8,0.446,"rgb(255.0, 204.0, 204.0)"
0.04,31,s,26,0.3,0.00189,"rgb(255.0, 76.0, 76.0)"
0.04,32,s,41,0.22,1.43e-06,"rgb(255.0, 56.0, 56.0)"
0.04,33,s,46,0.55,0.0216,"rgb(255.0, 140.0, 140.0)"
0.04,34,s,54,1.09,0.601,"rgb(232.0, 232.0, 255.0)"
0.04,35,s,38,0.29,6.69e-05,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.04,36,s,50,1.17,0.438,"rgb(211.99999999999997, 211.99999999999997, 255.0)"
0.04,37,s,42,0.51,0.0131,"rgb(255.0, 130.0, 130.0)"
0.04,38,s,32,0.5,0.0331,"rgb(255.0, 128.0, 128.0)"
0.04,39,s,39,0.63,0.12,"rgb(255.0, 160.0, 160.0)"
0.04,40,s,44,0.88,0.659,"rgb(255.0, 224.0, 224.0)"
0.04,41,s,60,0.85,0.51,"rgb(255.0, 216.0, 216.0)"
0.04,42,s,58,1.18,0.354,"rgb(208.0, 208.0, 255.0)"
0.04,43,s,35,0.32,0.000386,"rgb(255.0, 80.0, 80.0)"
0.04,44,s,48,0.38,0.000195,"rgb(255.0, 96.0, 96.0)"
0.04,46,s,42,0.7,0.193,"rgb(255.0, 178.0, 178.0)"
0.04,47,s,54,0.44,0.000898,"rgb(255.0, 112.0, 112.0)"
0.04,48,s,44,0.13,2e-09,"rgb(255.0, 32.0, 32.0)"
0.04,49,s,31,0.8,0.519,"rgb(255.0, 204.0, 204.0)"
0.04,50,s,31,0.3,0.000637,"rgb(255.0, 76.0, 76.0)"
0.04,51,s,83,0.49,0.000143,"rgb(255.0, 124.0, 124.0)"
0.04,52,s,40,0.42,0.00268,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.04,53,s,47,0.72,0.215,"rgb(255.0, 184.0, 184.0)"
0.04,54,s,43,0.91,0.821,"rgb(255.0, 232.0, 232.0)"
0.04,55,s,67,0.8,0.291,"rgb(255.0, 204.0, 204.0)"
0.04,56,s,54,0.81,0.377,"rgb(255.0, 206.0, 206.0)"
0.04,57,s,52,0.34,2.97e-05,"rgb(255.0, 86.0, 86.0)"
0.04,58,s,69,0.55,0.00426,"rgb(255.0, 140.0, 140.0)"
0.04,59,s,76,2.44,2.75e-08,"rgb(0.0, 0.0, 255.0)"
0.04,60,s,81,2.27,1.53e-07,"rgb(0.0, 0.0, 255.0)"
0.04,61,s,62,0.52,0.00282,"rgb(255.0, 131.99999999999997, 131.99999999999997)"
0.04,62,s,57,1.41,0.0646,"rgb(150.00000000000006, 150.00000000000006, 255.0)"
0.04,63,s,69,0.82,0.338,"rgb(255.0, 208.0, 208.0)"
0.04,64,s,76,1.34,0.0774,"rgb(168.0, 168.0, 255.0)"
0.04,65,s,41,0.36,0.000431,"rgb(255.0, 92.0, 92.0)"
0.04,67,s,57,1.62,0.00916,"rgb(96.0, 96.0, 255.0)"
0.04,68,s,66,0.88,0.588,"rgb(255.0, 224.0, 224.0)"
0.04,69,s,31,0.92,0.894,"rgb(255.0, 234.0, 234.0)"
0.04,70,s,43,0.17,4.3e-08,"rgb(255.0, 42.0, 42.0)"
0.04,71,s,84,1.69,0.000667,"rgb(78.0, 78.0, 255.0)"
0.04,72,s,73,1.62,0.00361,"rgb(96.0, 96.0, 255.0)"
0.04,73,s,51,0.27,1.36e-06,"rgb(255.0, 68.0, 68.0)"
0.04,74,s,90,1.52,0.00609,"rgb(121.99999999999999, 121.99999999999999, 255.0)"
0.04,75,s,51,0.89,0.68,"rgb(255.0, 226.0, 226.0)"
0.04,76,s,84,1.53,0.00585,"rgb(120.0, 120.0, 255.0)"
0.04,77,s,43,0.75,0.327,"rgb(255.0, 192.0, 192.0)"
0.04,78,s,79,0.43,1.87e-05,"rgb(255.0, 110.0, 110.0)"
0.04,79,s,71,0.93,0.791,"rgb(255.0, 238.0, 238.0)"
0.04,80,s,50,0.32,1.57e-05,"rgb(255.0, 80.0, 80.0)"
0.04,81,s,46,0.35,0.000149,"rgb(255.0, 88.0, 88.0)"
0.04,82,s,32,0.35,0.00212,"rgb(255.0, 88.0, 88.0)"
0.04,83,s,72,0.6,0.00973,"rgb(255.0, 152.0, 152.0)"
0.04,84,s,42,0.63,0.0881,"rgb(255.0, 160.0, 160.0)"
0.04,85,s,41,0.31,7.41e-05,"rgb(255.0, 78.0, 78.0)"
0.04,86,s,56,0.35,1.8e-05,"rgb(255.0, 88.0, 88.0)"
0.04,87,s,50,0.24,3.42e-07,"rgb(255.0, 60.0, 60.0)"
0.04,88,s,91,1.24,0.157,"rgb(194.0, 194.0, 255.0)"
0.04,89,s,72,0.31,7.47e-08,"rgb(255.0, 78.0, 78.0)"
0.04,90,s,78,0.84,0.365,"rgb(255.0, 214.0, 214.0)"
0.04,91,s,97,1.24,0.146,"rgb(194.0, 194.0, 255.0)"
0.04,92,s,42,0.1,3.94e-10,"rgb(255.0, 24.0, 24.0)"
0.04,93,s,60,0.91,0.703,"rgb(255.0, 232.0, 232.0)"
0.04,94,s,67,0.75,0.191,"rgb(255.0, 192.0, 192.0)"
0.04,95,s,61,0.28,1.68e-07,"rgb(255.0, 70.0, 70.0)"
0.04,96,s,30,0.39,0.00635,"rgb(255.0, 97.99999999999999, 97.99999999999999)"
0.04,97,s,61,0.57,0.0114,"rgb(255.0, 144.0, 144.0)"
0.04,98,s,74,0.82,0.313,"rgb(255.0, 208.0, 208.0)"
0.04,99,s,67,0.37,5.07e-06,"rgb(255.0, 94.0, 94.0)"
0.05,1,s,312,0.98,0.865,"rgb(255.0, 250.0, 250.0)"
0.05,3,s,53,1.93,0.000748,"rgb(16.0, 16.0, 255.0)"
0.05,4,s,19,0.74,0.517,"rgb(255.0, 188.0, 188.0)"
0.05,5,s,19,0.59,0.212,"rgb(255.0, 150.0, 150.0)"
0.05,6,s,28,1.46,0.155,"rgb(138.00000000000003, 138.00000000000003, 255.0)"
0.05,7,s,16,0.76,0.719,"rgb(255.0, 194.0, 194.0)"
0.05,8,s,21,0.78,0.637,"rgb(255.0, 198.0, 198.0)"
0.05,9,s,30,0.85,0.69,"rgb(255.0, 216.0, 216.0)"
0.05,10,s,17,0.53,0.19,"rgb(255.0, 134.0, 134.0)"
0.05,12,s,36,0.36,0.00126,"rgb(255.0, 92.0, 92.0)"
0.05,13,s,19,1.41,0.256,"rgb(150.00000000000006, 150.00000000000006, 255.0)"
0.05,14,s,16,0.42,0.0737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.05,15,s,32,1.12,0.585,"rgb(224.0, 224.0, 255.0)"
0.05,16,s,37,0.47,0.012,"rgb(255.0, 120.0, 120.0)"
0.05,17,s,38,0.74,0.3,"rgb(255.0, 188.0, 188.0)"
0.05,18,s,20,0.14,0.000155,"rgb(255.0, 34.0, 34.0)"
0.05,19,s,39,0.63,0.12,"rgb(255.0, 160.0, 160.0)"
0.05,20,s,24,0.52,0.0983,"rgb(255.0, 131.99999999999997, 131.99999999999997)"
0.05,21,s,45,0.77,0.337,"rgb(255.0, 195.99999999999997, 195.99999999999997)"
0.05,22,s,41,0.66,0.128,"rgb(255.0, 168.0, 168.0)"
0.05,23,s,45,0.32,4.54e-05,"rgb(255.0, 80.0, 80.0)"
0.05,24,s,56,0.76,0.252,"rgb(255.0, 194.0, 194.0)"
0.05,26,s,60,1.19,0.361,"rgb(206.0, 206.0, 255.0)"
0.05,27,s,37,0.86,0.718,"rgb(255.0, 220.0, 220.0)"
0.05,28,s,45,0.52,0.0123,"rgb(255.0, 131.99999999999997, 131.99999999999997)"
0.05,29,s,49,0.61,0.0491,"rgb(255.0, 156.0, 156.0)"
0.05,30,s,46,0.74,0.25,"rgb(255.0, 188.0, 188.0)"
0.05,31,s,28,0.28,0.000574,"rgb(255.0, 70.0, 70.0)"
0.05,32,s,49,0.29,4.44e-06,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.05,33,s,41,0.36,0.000431,"rgb(255.0, 92.0, 92.0)"
0.05,34,s,66,1.06,0.707,"rgb(240.0, 240.0, 255.0)"
0.05,35,s,40,0.32,0.000132,"rgb(255.0, 80.0, 80.0)"
0.05,36,s,52,1.09,0.669,"rgb(232.0, 232.0, 255.0)"
0.05,37,s,50,0.4,0.000333,"rgb(255.0, 102.0, 102.0)"
0.05,38,s,33,0.48,0.0205,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.05,39,s,40,0.61,0.0813,"rgb(255.0, 156.0, 156.0)"
0.05,40,s,43,0.91,0.821,"rgb(255.0, 232.0, 232.0)"
0.05,41,s,61,0.82,0.403,"rgb(255.0, 208.0, 208.0)"
0.05,42,s,57,1.22,0.294,"rgb(198.0, 198.0, 255.0)"
0.05,43,s,33,0.28,0.000195,"rgb(255.0, 70.0, 70.0)"
0.05,44,s,53,0.33,1.7e-05,"rgb(255.0, 84.0, 84.0)"
0.05,46,s,42,0.7,0.193,"rgb(255.0, 178.0, 178.0)"
0.05,47,s,55,0.43,0.000546,"rgb(255.0, 110.0, 110.0)"
0.05,48,s,51,0.24,1.85e-07,"rgb(255.0, 60.0, 60.0)"
0.05,49,s,37,0.61,0.0898,"rgb(255.0, 156.0, 156.0)"
0.05,50,s,44,0.8,0.446,"rgb(255.0, 204.0, 204.0)"
0.05,51,s,90,0.46,2.12e-05,"rgb(255.0, 116.0, 116.0)"
0.05,52,s,40,0.37,0.000746,"rgb(255.0, 94.0, 94.0)"
0.05,53,s,51,0.63,0.0652,"rgb(255.0, 160.0, 160.0)"
0.05,54,s,46,0.89,0.744,"rgb(255.0, 226.0, 226.0)"
0.05,55,s,70,0.8,0.264,"rgb(255.0, 204.0, 204.0)"
0.05,56,s,56,0.76,0.252,"rgb(255.0, 194.0, 194.0)"
0.05,57,s,58,0.44,0.000404,"rgb(255.0, 112.0, 112.0)"
0.05,58,s,72,0.52,0.00151,"rgb(255.0, 131.99999999999997, 131.99999999999997)"
0.05,59,s,81,2.4,2.3e-08,"rgb(0.0, 0.0, 255.0)"
0.05,60,s,83,2.13,1.26e-06,"rgb(0.0, 0.0, 255.0)"
0.05,61,s,65,0.65,0.0388,"rgb(255.0, 166.0, 166.0)"
0.05,62,s,63,1.23,0.232,"rgb(195.99999999999997, 195.99999999999997, 255.0)"
0.05,63,s,71,0.78,0.233,"rgb(255.0, 198.0, 198.0)"
0.05,64,s,81,1.18,0.296,"rgb(208.0, 208.0, 255.0)"
0.05,65,s,41,0.36,0.000431,"rgb(255.0, 92.0, 92.0)"
0.05,67,s,61,1.49,0.025,"rgb(130.0, 130.0, 255.0)"
0.05,68,s,62,0.98,1.0,"rgb(255.0, 250.0, 250.0)"
0.05,69,s,40,0.85,0.644,"rgb(255.0, 216.0, 216.0)"
0.05,70,s,43,0.17,4.3e-08,"rgb(255.0, 42.0, 42.0)"
0.05,71,s,103,1.51,0.00383,"rgb(124.00000000000001, 124.00000000000001, 255.0)"
0.05,72,s,72,1.68,0.00219,"rgb(80.0, 80.0, 255.0)"
0.05,73,s,55,0.28,8.61e-07,"rgb(255.0, 70.0, 70.0)"
0.05,74,s,89,1.63,0.00147,"rgb(94.0, 94.0, 255.0)"
0.05,75,s,54,0.81,0.377,"rgb(255.0, 206.0, 206.0)"
0.05,76,s,86,1.53,0.00647,"rgb(120.0, 120.0, 255.0)"
0.05,77,s,46,0.61,0.0542,"rgb(255.0, 156.0, 156.0)"
0.05,78,s,74,0.47,0.000212,"rgb(255.0, 120.0, 120.0)"
0.05,79,s,79,0.82,0.291,"rgb(255.0, 208.0, 208.0)"
0.05,80,s,54,0.29,1.55e-06,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.05,81,s,56,0.7,0.132,"rgb(255.0, 178.0, 178.0)"
0.05,82,s,34,0.53,0.0377,"rgb(255.0, 134.0, 134.0)"
0.05,83,s,72,0.6,0.00973,"rgb(255.0, 152.0, 152.0)"
0.05,84,s,42,0.51,0.0131,"rgb(255.0, 130.0, 130.0)"
0.05,85,s,55,0.22,1.54e-08,"rgb(255.0, 56.0, 56.0)"
0.05,86,s,61,0.31,1.08e-06,"rgb(255.0, 78.0, 78.0)"
0.05,87,s,50,0.24,3.42e-07,"rgb(255.0, 60.0, 60.0)"
0.05,88,s,96,1.12,0.43,"rgb(224.0, 224.0, 255.0)"
0.05,89,s,80,0.37,6.58e-07,"rgb(255.0, 94.0, 94.0)"
0.05,90,s,78,0.84,0.365,"rgb(255.0, 214.0, 214.0)"
0.05,91,s,98,1.22,0.175,"rgb(198.0, 198.0, 255.0)"
0.05,92,s,43,0.13,3.92e-09,"rgb(255.0, 32.0, 32.0)"
0.05,93,s,60,0.91,0.703,"rgb(255.0, 232.0, 232.0)"
0.05,94,s,71,0.78,0.233,"rgb(255.0, 198.0, 198.0)"
0.05,95,s,68,0.39,1.5e-05,"rgb(255.0, 97.99999999999999, 97.99999999999999)"
0.05,96,s,36,0.36,0.00126,"rgb(255.0, 92.0, 92.0)"
0.05,97,s,63,0.55,0.00497,"rgb(255.0, 140.0, 140.0)"
0.05,98,s,81,0.79,0.202,"rgb(255.0, 202.0, 202.0)"
0.05,99,s,67,0.33,1.27e-06,"rgb(255.0, 84.0, 84.0)"
0.06,1,s,445,0.9,0.172,"rgb(255.0, 230.0, 230.0)"
0.06,3,s,92,1.32,0.0637,"rgb(174.0, 174.0, 255.0)"
0.06,4,s,34,0.69,0.229,"rgb(255.0, 176.0, 176.0)"
0.06,5,s,30,0.63,0.165,"rgb(255.0, 160.0, 160.0)"
0.06,6,s,59,1.07,0.69,"rgb(238.0, 238.0, 255.0)"
0.06,7,s,35,0.85,0.623,"rgb(255.0, 216.0, 216.0)"
0.06,8,s,46,0.61,0.0542,"rgb(255.0, 156.0, 156.0)"
0.06,9,s,46,0.89,0.744,"rgb(255.0, 226.0, 226.0)"
0.06,10,s,31,0.8,0.519,"rgb(255.0, 204.0, 204.0)"
0.06,12,s,73,0.66,0.0342,"rgb(255.0, 168.0, 168.0)"
0.06,13,s,55,1.22,0.286,"rgb(198.0, 198.0, 255.0)"
0.06,14,s,43,1.1,0.637,"rgb(230.0, 230.0, 255.0)"
0.06,15,s,49,0.95,0.915,"rgb(255.0, 242.0, 242.0)"
0.06,16,s,74,1.08,0.655,"rgb(234.0, 234.0, 255.0)"
0.06,17,s,76,0.87,0.502,"rgb(255.0, 222.0, 222.0)"
0.06,18,s,41,0.18,1.59e-07,"rgb(255.0, 46.0, 46.0)"
0.06,19,s,77,0.65,0.0219,"rgb(255.0, 166.0, 166.0)"
0.06,20,s,43,0.29,2.31e-05,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.06,21,s,85,0.93,0.747,"rgb(255.0, 238.0, 238.0)"
0.06,22,s,89,0.64,0.0125,"rgb(255.0, 162.0, 162.0)"
0.06,23,s,114,0.61,0.00159,"rgb(255.0, 156.0, 156.0)"
0.06,24,s,102,0.75,0.0902,"rgb(255.0, 192.0, 192.0)"
0.06,26,s,102,0.82,0.223,"rgb(255.0, 208.0, 208.0)"
0.06,27,s,88,1.01,0.936,"rgb(252.0, 252.0, 255.0)"
0.06,28,s,74,0.57,0.0044,"rgb(255.0, 144.0, 144.0)"
0.06,29,s,84,0.7,0.0548,"rgb(255.0, 178.0, 178.0)"
0.06,30,s,72,0.6,0.00973,"rgb(255.0, 152.0, 152.0)"
0.06,31,s,85,0.66,0.0194,"rgb(255.0, 168.0, 168.0)"
0.06,32,s,76,0.55,0.00242,"rgb(255.0, 140.0, 140.0)"
0.06,33,s,68,0.46,0.000227,"rgb(255.0, 116.0, 116.0)"
0.06,34,s,99,0.86,0.378,"rgb(255.0, 220.0, 220.0)"
0.06,35,s,89,0.71,0.0521,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.06,36,s,88,1.16,0.319,"rgb(214.00000000000006, 214.00000000000006, 255.0)"
0.06,37,s,90,0.23,2.34e-12,"rgb(255.0, 58.0, 58.0)"
0.06,38,s,69,0.45,0.00014,"rgb(255.0, 113.99999999999999, 113.99999999999999)"
0.06,39,s,63,0.43,0.000194,"rgb(255.0, 110.0, 110.0)"
0.06,40,s,81,0.6,0.00609,"rgb(255.0, 152.0, 152.0)"
0.06,41,s,106,1.22,0.145,"rgb(198.0, 198.0, 255.0)"
0.06,42,s,145,0.95,0.757,"rgb(255.0, 242.0, 242.0)"
0.06,43,s,65,0.61,0.0171,"rgb(255.0, 156.0, 156.0)"
0.06,44,s,89,0.68,0.0263,"rgb(255.0, 174.0, 174.0)"
0.06,46,s,55,0.62,0.0407,"rgb(255.0, 158.0, 158.0)"
0.06,47,s,89,0.64,0.0125,"rgb(255.0, 162.0, 162.0)"
0.06,48,s,101,0.7,0.0301,"rgb(255.0, 178.0, 178.0)"
0.06,49,s,88,1.06,0.684,"rgb(240.0, 240.0, 255.0)"
0.06,50,s,102,0.53,0.000144,"rgb(255.0, 134.0, 134.0)"
0.06,51,s,110,0.72,0.0428,"rgb(255.0, 184.0, 184.0)"
0.06,52,s,88,0.53,0.000556,"rgb(255.0, 134.0, 134.0)"
0.06,53,s,99,0.53,0.000153,"rgb(255.0, 134.0, 134.0)"
0.06,54,s,149,1.73,2.42e-06,"rgb(68.00000000000001, 68.00000000000001, 255.0)"
0.06,55,s,115,0.85,0.278,"rgb(255.0, 216.0, 216.0)"
0.06,56,s,91,0.4,1.21e-06,"rgb(255.0, 102.0, 102.0)"
0.06,57,s,114,1.06,0.617,"rgb(240.0, 240.0, 255.0)"
0.06,58,s,121,0.75,0.0523,"rgb(255.0, 192.0, 192.0)"
0.06,59,s,105,0.85,0.319,"rgb(255.0, 216.0, 216.0)"
0.06,60,s,127,1.95,1.01e-07,"rgb(12.000000000000014, 12.000000000000014, 255.0)"
0.06,61,s,85,0.53,0.000591,"rgb(255.0, 134.0, 134.0)"
0.06,62,s,87,0.57,0.00215,"rgb(255.0, 144.0, 144.0)"
0.06,63,s,115,0.6,0.00109,"rgb(255.0, 152.0, 152.0)"
0.06,64,s,96,0.5,5.81e-05,"rgb(255.0, 128.0, 128.0)"
0.06,65,s,132,1.31,0.0355,"rgb(176.0, 176.0, 255.0)"
0.06,67,s,115,1.34,0.0289,"rgb(168.0, 168.0, 255.0)"
0.06,68,s,96,0.8,0.186,"rgb(255.0, 204.0, 204.0)"
0.06,69,s,116,1.07,0.619,"rgb(238.0, 238.0, 255.0)"
0.06,70,s,101,0.62,0.00323,"rgb(255.0, 158.0, 158.0)"
0.06,71,s,155,1.62,2.73e-05,"rgb(96.0, 96.0, 255.0)"
0.06,72,s,94,0.46,1.27e-05,"rgb(255.0, 116.0, 116.0)"
0.06,73,s,79,0.4,5.49e-06,"rgb(255.0, 102.0, 102.0)"
0.06,74,s,125,1.1,0.449,"rgb(230.0, 230.0, 255.0)"
0.06,75,s,107,0.79,0.144,"rgb(255.0, 202.0, 202.0)"
0.06,76,s,124,0.98,0.946,"rgb(255.0, 250.0, 250.0)"
0.06,77,s,107,0.64,0.00596,"rgb(255.0, 162.0, 162.0)"
0.06,78,s,86,0.41,3.34e-06,"rgb(255.0, 104.0, 104.0)"
0.06,79,s,126,0.7,0.0171,"rgb(255.0, 178.0, 178.0)"
0.06,80,s,84,0.48,8.99e-05,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.06,81,s,89,0.99,1.0,"rgb(255.0, 252.0, 252.0)"
0.06,82,s,97,0.93,0.706,"rgb(255.0, 238.0, 238.0)"
0.06,83,s,107,0.49,2.03e-05,"rgb(255.0, 124.0, 124.0)"
0.06,84,s,81,1.3,0.108,"rgb(178.0, 178.0, 255.0)"
0.06,85,s,125,1.33,0.0252,"rgb(170.00000000000003, 170.00000000000003, 255.0)"
0.06,86,s,88,0.35,6.32e-08,"rgb(255.0, 88.0, 88.0)"
0.06,87,s,60,0.22,5.61e-09,"rgb(255.0, 56.0, 56.0)"
0.06,88,s,124,0.54,4.76e-05,"rgb(255.0, 138.0, 138.0)"
0.06,89,s,107,0.43,5.38e-07,"rgb(255.0, 110.0, 110.0)"
0.06,90,s,87,0.22,1.87e-12,"rgb(255.0, 56.0, 56.0)"
0.06,91,s,131,1.6,0.000198,"rgb(102.0, 102.0, 255.0)"
0.06,92,s,69,0.19,1.9e-11,"rgb(255.0, 48.0, 48.0)"
0.06,93,s,83,0.97,0.935,"rgb(255.0, 248.0, 248.0)"
0.06,94,s,101,0.73,0.057,"rgb(255.0, 186.0, 186.0)"
0.06,95,s,73,0.45,8.36e-05,"rgb(255.0, 113.99999999999999, 113.99999999999999)"
0.06,96,s,113,0.94,0.726,"rgb(255.0, 240.0, 240.0)"
0.06,97,s,112,0.99,1.0,"rgb(255.0, 252.0, 252.0)"
0.06,98,s,98,0.35,7.94e-09,"rgb(255.0, 88.0, 88.0)"
0.06,99,s,110,0.5,1.94e-05,"rgb(255.0, 128.0, 128.0)"
0.07,1,s,631,0.83,0.00214,"rgb(255.0, 211.99999999999997, 211.99999999999997)"
0.07,3,s,170,1.0,0.954,"rgb(254.0, 254.0, 255.0)"
0.07,4,s,68,0.83,0.427,"rgb(255.0, 211.99999999999997, 211.99999999999997)"
0.07,5,s,85,0.8,0.24,"rgb(255.0, 204.0, 204.0)"
0.07,6,s,91,0.83,0.287,"rgb(255.0, 211.99999999999997, 211.99999999999997)"
0.07,7,s,74,0.54,0.0017,"rgb(255.0, 138.0, 138.0)"
0.07,8,s,95,0.85,0.332,"rgb(255.0, 216.0, 216.0)"
0.07,9,s,102,1.04,0.763,"rgb(244.0, 244.0, 255.0)"
0.07,10,s,103,0.77,0.12,"rgb(255.0, 195.99999999999997, 195.99999999999997)"
0.07,12,s,107,0.54,0.000153,"rgb(255.0, 138.0, 138.0)"
0.07,13,s,127,0.77,0.0753,"rgb(255.0, 195.99999999999997, 195.99999999999997)"
0.07,14,s,107,0.79,0.144,"rgb(255.0, 202.0, 202.0)"
0.07,15,s,136,0.86,0.287,"rgb(255.0, 220.0, 220.0)"
0.07,16,s,118,1.07,0.621,"rgb(238.0, 238.0, 255.0)"
0.07,17,s,150,0.82,0.139,"rgb(255.0, 208.0, 208.0)"
0.07,18,s,106,0.97,0.942,"rgb(255.0, 248.0, 248.0)"
0.07,19,s,134,0.78,0.0728,"rgb(255.0, 198.0, 198.0)"
0.07,20,s,133,0.89,0.444,"rgb(255.0, 226.0, 226.0)"
0.07,21,s,155,0.54,3.15e-06,"rgb(255.0, 138.0, 138.0)"
0.07,22,s,197,1.02,0.787,"rgb(250.0, 250.0, 255.0)"
0.07,23,s,159,0.53,1.94e-06,"rgb(255.0, 134.0, 134.0)"
0.07,24,s,187,0.89,0.333,"rgb(255.0, 226.0, 226.0)"
0.07,26,s,165,1.14,0.251,"rgb(220.0, 220.0, 255.0)"
0.07,27,s,178,0.92,0.541,"rgb(255.0, 234.0, 234.0)"
0.07,28,s,160,0.8,0.0872,"rgb(255.0, 204.0, 204.0)"
0.07,29,s,154,0.9,0.44,"rgb(255.0, 230.0, 230.0)"
0.07,30,s,161,0.9,0.449,"rgb(255.0, 230.0, 230.0)"
0.07,31,s,171,0.43,1.33e-10,"rgb(255.0, 110.0, 110.0)"
0.07,32,s,149,0.98,0.951,"rgb(255.0, 250.0, 250.0)"
0.07,33,s,131,0.46,2.63e-07,"rgb(255.0, 116.0, 116.0)"
0.07,34,s,154,0.7,0.00763,"rgb(255.0, 178.0, 178.0)"
0.07,35,s,169,0.81,0.0953,"rgb(255.0, 206.0, 206.0)"
0.07,36,s,139,0.88,0.383,"rgb(255.0, 224.0, 224.0)"
0.07,37,s,161,0.49,1.08e-07,"rgb(255.0, 124.0, 124.0)"
0.07,38,s,119,0.59,0.00069,"rgb(255.0, 150.0, 150.0)"
0.07,39,s,144,1.13,0.3,"rgb(222.0, 222.0, 255.0)"
