Hydrophobicity cutoff,Blob length,Blob hydrophobicity class,total SNPs,Enrichment,p value,color
0.33,49,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,50,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,51,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.33,52,s,6,1.27,0.515,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.33,53,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.33,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.33,56,s,5,0.85,1.0,"rgb(255.0, 216.0, 216.0)"
0.33,57,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.33,58,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.33,59,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.33,61,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.33,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.33,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.33,64,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.33,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.33,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.33,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.33,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.33,72,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.33,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.33,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.33,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.33,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.33,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.33,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.33,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.33,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.33,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.33,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.33,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.33,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.33,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.33,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.33,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.33,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.33,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.33,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.33,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.33,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.33,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.33,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.33,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.33,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.34,1,s,2153,1.13,9.76e-05,"rgb(222.0, 222.0, 255.0)"
0.34,3,s,1846,1.12,0.00136,"rgb(224.0, 224.0, 255.0)"
0.34,4,s,1124,0.9,0.0225,"rgb(255.0, 230.0, 230.0)"
0.34,5,s,962,1.1,0.0547,"rgb(230.0, 230.0, 255.0)"
0.34,6,s,717,0.84,0.00207,"rgb(255.0, 214.0, 214.0)"
0.34,7,s,647,1.12,0.0547,"rgb(224.0, 224.0, 255.0)"
0.34,8,s,410,0.82,0.011,"rgb(255.0, 208.0, 208.0)"
0.34,9,s,358,1.04,0.629,"rgb(244.0, 244.0, 255.0)"
0.34,10,s,262,1.02,0.779,"rgb(250.0, 250.0, 255.0)"
0.34,12,s,196,0.91,0.428,"rgb(255.0, 232.0, 232.0)"
0.34,13,s,138,0.72,0.0189,"rgb(255.0, 184.0, 184.0)"
0.34,14,s,148,1.08,0.528,"rgb(234.0, 234.0, 255.0)"
0.34,15,s,122,0.69,0.0132,"rgb(255.0, 176.0, 176.0)"
0.34,16,s,108,1.13,0.37,"rgb(222.0, 222.0, 255.0)"
0.34,17,s,120,1.66,0.000115,"rgb(86.00000000000006, 86.00000000000006, 255.0)"
0.34,18,s,110,1.76,2.8e-05,"rgb(60.000000000000014, 60.000000000000014, 255.0)"
0.34,19,s,97,1.59,0.00138,"rgb(104.0, 104.0, 255.0)"
0.34,20,s,88,1.45,0.0135,"rgb(140.0, 140.0, 255.0)"
0.34,21,s,43,0.34,0.000141,"rgb(255.0, 86.0, 86.0)"
0.34,22,s,66,2.08,2.25e-05,"rgb(0.0, 0.0, 255.0)"
0.34,23,s,59,1.85,0.000757,"rgb(38.00000000000001, 38.00000000000001, 255.0)"
0.34,24,s,51,2.54,1.74e-06,"rgb(0.0, 0.0, 255.0)"
0.34,26,s,31,0.7,0.311,"rgb(255.0, 178.0, 178.0)"
0.34,27,s,31,1.19,0.479,"rgb(206.0, 206.0, 255.0)"
0.34,28,s,15,0.85,0.851,"rgb(255.0, 216.0, 216.0)"
0.34,29,s,22,0.48,0.0654,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.34,30,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.34,31,s,9,1.58,0.254,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.34,32,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.34,33,s,8,3.8,0.00565,"rgb(0.0, 0.0, 255.0)"
0.34,34,s,8,8.87,1.9e-05,"rgb(0.0, 0.0, 255.0)"
0.34,35,s,7,0.95,1.0,"rgb(255.0, 242.0, 242.0)"
0.34,36,s,10,2.96,0.0108,"rgb(0.0, 0.0, 255.0)"
0.34,37,s,7,0.21,0.102,"rgb(255.0, 52.0, 52.0)"
0.34,38,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.34,39,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.34,40,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.34,41,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.34,42,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.34,43,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.34,44,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.34,46,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.34,47,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,48,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.34,49,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,51,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.34,52,s,6,1.27,0.515,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.34,53,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.34,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.34,57,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.34,58,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.34,59,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.34,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.34,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.34,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.34,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.34,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.34,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.34,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.34,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.34,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.34,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.34,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.34,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.34,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.34,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.34,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.34,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.34,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.34,84,s,9,1.58,0.254,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.34,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.34,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.34,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.34,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.34,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.34,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.34,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.34,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.34,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.34,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.34,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.34,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.34,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.34,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.34,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.35,1,s,2159,1.14,4.14e-05,"rgb(220.0, 220.0, 255.0)"
0.35,3,s,1841,1.1,0.00363,"rgb(230.0, 230.0, 255.0)"
0.35,4,s,1118,0.91,0.031,"rgb(255.0, 232.0, 232.0)"
0.35,5,s,951,1.1,0.0533,"rgb(230.0, 230.0, 255.0)"
0.35,6,s,707,0.82,0.000769,"rgb(255.0, 208.0, 208.0)"
0.35,7,s,643,1.09,0.144,"rgb(232.0, 232.0, 255.0)"
0.35,8,s,393,0.92,0.278,"rgb(255.0, 234.0, 234.0)"
0.35,9,s,358,0.99,0.937,"rgb(255.0, 252.0, 252.0)"
0.35,10,s,252,1.03,0.738,"rgb(248.0, 248.0, 255.0)"
0.35,12,s,185,0.94,0.661,"rgb(255.0, 240.0, 240.0)"
0.35,13,s,134,0.73,0.0274,"rgb(255.0, 186.0, 186.0)"
0.35,14,s,142,1.07,0.563,"rgb(238.0, 238.0, 255.0)"
0.35,15,s,119,0.69,0.0145,"rgb(255.0, 176.0, 176.0)"
0.35,16,s,106,1.13,0.366,"rgb(222.0, 222.0, 255.0)"
0.35,17,s,120,1.66,0.000115,"rgb(86.00000000000006, 86.00000000000006, 255.0)"
0.35,18,s,112,1.57,0.000773,"rgb(110.0, 110.0, 255.0)"
0.35,19,s,86,1.27,0.121,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.35,20,s,98,1.92,5.04e-06,"rgb(20.000000000000014, 20.000000000000014, 255.0)"
0.35,21,s,45,0.41,0.000943,"rgb(255.0, 104.0, 104.0)"
0.35,22,s,66,2.08,2.25e-05,"rgb(0.0, 0.0, 255.0)"
0.35,23,s,57,2.02,0.000157,"rgb(0.0, 0.0, 255.0)"
0.35,24,s,52,2.39,6.4e-06,"rgb(0.0, 0.0, 255.0)"
0.35,26,s,28,0.6,0.153,"rgb(255.0, 152.0, 152.0)"
0.35,27,s,28,1.1,0.662,"rgb(230.0, 230.0, 255.0)"
0.35,28,s,16,0.99,1.0,"rgb(255.0, 252.0, 252.0)"
0.35,29,s,22,0.48,0.0654,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.35,30,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.35,31,s,9,1.58,0.254,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.35,32,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.35,33,s,7,7.61,0.000171,"rgb(0.0, 0.0, 255.0)"
0.35,34,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.35,35,s,7,0.95,1.0,"rgb(255.0, 242.0, 242.0)"
0.35,36,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.35,37,s,7,0.21,0.102,"rgb(255.0, 52.0, 52.0)"
0.35,38,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.35,39,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.35,40,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,41,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.35,42,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,43,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.35,44,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.35,46,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.35,47,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.35,48,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.35,49,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,51,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.35,52,s,6,1.27,0.515,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.35,53,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.35,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.35,57,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.35,58,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.35,59,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.35,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.35,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.35,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.35,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.35,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.35,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.35,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.35,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.35,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.35,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.35,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.35,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.35,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.35,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.35,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.35,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.35,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.35,84,s,9,1.58,0.254,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.35,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.35,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.35,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.35,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.35,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.35,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.35,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.35,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.35,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.35,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.35,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.35,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.35,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.35,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.35,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.36,1,s,2034,1.14,8.78e-05,"rgb(220.0, 220.0, 255.0)"
0.36,3,s,1880,1.1,0.00356,"rgb(230.0, 230.0, 255.0)"
0.36,4,s,1097,0.9,0.0264,"rgb(255.0, 230.0, 230.0)"
0.36,5,s,951,1.06,0.222,"rgb(240.0, 240.0, 255.0)"
0.36,6,s,672,0.88,0.0379,"rgb(255.0, 224.0, 224.0)"
0.36,7,s,604,1.13,0.0367,"rgb(222.0, 222.0, 255.0)"
0.36,8,s,375,1.02,0.814,"rgb(250.0, 250.0, 255.0)"
0.36,9,s,327,0.93,0.389,"rgb(255.0, 238.0, 238.0)"
0.36,10,s,252,1.03,0.738,"rgb(248.0, 248.0, 255.0)"
0.36,12,s,174,0.96,0.777,"rgb(255.0, 243.99999999999997, 243.99999999999997)"
0.36,13,s,130,0.82,0.163,"rgb(255.0, 208.0, 208.0)"
0.36,14,s,133,1.21,0.132,"rgb(202.0, 202.0, 255.0)"
0.36,15,s,114,0.61,0.00159,"rgb(255.0, 156.0, 156.0)"
0.36,16,s,101,1.06,0.649,"rgb(240.0, 240.0, 255.0)"
0.36,17,s,120,1.97,1.57e-07,"rgb(6.000000000000007, 6.000000000000007, 255.0)"
0.36,18,s,102,1.37,0.0241,"rgb(160.0, 160.0, 255.0)"
0.36,19,s,87,1.36,0.045,"rgb(162.0, 162.0, 255.0)"
0.36,20,s,99,1.87,1.04e-05,"rgb(32.0, 32.0, 255.0)"
0.36,21,s,39,0.38,0.000942,"rgb(255.0, 96.0, 96.0)"
0.36,22,s,67,2.13,1.26e-05,"rgb(0.0, 0.0, 255.0)"
0.36,23,s,51,1.81,0.0028,"rgb(48.0, 48.0, 255.0)"
0.36,24,s,57,2.54,4.49e-07,"rgb(0.0, 0.0, 255.0)"
0.36,26,s,24,1.27,0.412,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.36,27,s,26,0.79,0.572,"rgb(255.0, 202.0, 202.0)"
0.36,28,s,11,1.06,0.816,"rgb(240.0, 240.0, 255.0)"
0.36,29,s,14,0.0,2.94e-05,"rgb(255.0, 0.0, 0.0)"
0.36,30,s,14,0.7,0.572,"rgb(255.0, 178.0, 178.0)"
0.36,31,s,10,1.27,0.607,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.36,32,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.36,33,s,7,7.61,0.000171,"rgb(0.0, 0.0, 255.0)"
0.36,34,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.36,35,s,8,0.42,0.349,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.36,36,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.36,37,s,6,0.25,0.201,"rgb(255.0, 64.0, 64.0)"
0.36,38,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,39,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.36,40,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,41,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.36,42,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,43,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.36,44,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.36,46,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,47,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.36,48,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.36,49,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,51,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.36,52,s,6,1.27,0.515,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.36,53,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.36,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.36,57,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.36,58,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.36,59,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.36,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.36,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.36,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.36,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.36,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.36,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.36,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.36,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.36,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.36,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.36,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.36,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.36,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.36,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.36,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.36,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.36,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.36,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.36,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.36,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.36,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.36,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.36,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.36,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.36,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.36,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.36,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.36,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.36,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.36,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.36,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.36,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.36,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.37,1,s,1836,1.13,0.000289,"rgb(222.0, 222.0, 255.0)"
0.37,3,s,1930,1.17,2.39e-06,"rgb(211.99999999999997, 211.99999999999997, 255.0)"
0.37,4,s,1029,0.9,0.0221,"rgb(255.0, 230.0, 230.0)"
0.37,5,s,862,1.04,0.405,"rgb(244.0, 244.0, 255.0)"
0.37,6,s,646,0.93,0.265,"rgb(255.0, 238.0, 238.0)"
0.37,7,s,547,1.02,0.745,"rgb(250.0, 250.0, 255.0)"
0.37,8,s,347,1.15,0.0787,"rgb(216.0, 216.0, 255.0)"
0.37,9,s,290,0.97,0.826,"rgb(255.0, 248.0, 248.0)"
0.37,10,s,216,0.91,0.366,"rgb(255.0, 232.0, 232.0)"
0.37,12,s,174,0.81,0.0895,"rgb(255.0, 206.0, 206.0)"
0.37,13,s,128,0.84,0.247,"rgb(255.0, 214.0, 214.0)"
0.37,14,s,115,1.29,0.0613,"rgb(179.99999999999997, 179.99999999999997, 255.0)"
0.37,15,s,99,0.79,0.17,"rgb(255.0, 202.0, 202.0)"
0.37,16,s,115,0.65,0.00532,"rgb(255.0, 166.0, 166.0)"
0.37,17,s,121,2.07,1.59e-08,"rgb(0.0, 0.0, 255.0)"
0.37,18,s,93,1.3,0.0804,"rgb(178.0, 178.0, 255.0)"
0.37,19,s,80,1.4,0.0348,"rgb(152.0, 152.0, 255.0)"
0.37,20,s,93,1.76,0.000132,"rgb(60.000000000000014, 60.000000000000014, 255.0)"
0.37,21,s,29,0.26,0.000313,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.37,22,s,69,2.23,2.27e-06,"rgb(0.0, 0.0, 255.0)"
0.37,23,s,33,0.93,1.0,"rgb(255.0, 238.0, 238.0)"
0.37,24,s,52,2.61,6.55e-07,"rgb(0.0, 0.0, 255.0)"
0.37,26,s,24,1.27,0.412,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.37,27,s,18,0.63,0.328,"rgb(255.0, 160.0, 160.0)"
0.37,28,s,11,0.48,0.232,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.37,29,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.37,30,s,18,0.49,0.116,"rgb(255.0, 124.0, 124.0)"
