Hydrophobicity cutoff,Blob length,Blob hydrophobicity class,total SNPs,Enrichment,p value,color
0.73,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.73,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.73,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.73,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.73,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.73,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.73,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.73,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.73,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.73,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.73,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.73,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.73,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.73,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.73,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.73,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.73,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.73,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.73,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.73,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.73,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.73,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.73,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.73,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.73,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.73,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.73,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.73,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.73,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.73,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.73,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.73,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.73,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.73,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.73,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.74,2,p,99,2.12,1.28e-07,"rgb(255, 0, 0)"
0.74,4,p,31,0.92,0.894,"rgb(40.0, 40.0, 255.0)"
0.74,5,p,10,0.32,0.106,"rgb(255.0, 162.0, 162.0)"
0.74,6,p,13,0.0,6.18e-05,"rgb(255.0, 0.0, 0.0)"
0.74,7,p,7,0.21,0.102,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.74,8,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.74,9,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.74,10,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.74,11,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.74,17,p,1,inf,0.0,"rgb(255, 0, 0)"
0.74,24,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.74,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.74,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.74,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.74,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.74,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.74,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.74,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.74,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.74,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.74,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.74,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.74,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.74,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.74,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.74,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.74,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.74,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.74,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.74,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.74,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.74,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.74,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.74,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.74,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.74,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.74,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.74,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.74,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.74,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.74,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.74,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.74,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.74,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.74,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.74,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.74,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.74,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.74,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.74,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.74,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.74,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.74,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.74,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.74,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.74,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.74,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.74,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.75,2,p,73,3.14,2.81e-12,"rgb(255, 0, 0)"
0.75,4,p,28,0.82,0.68,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.75,5,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.75,6,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.75,7,p,7,0.21,0.102,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.75,8,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.75,9,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.75,11,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.75,17,p,1,inf,0.0,"rgb(255, 0, 0)"
0.75,24,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.75,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.75,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.75,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.75,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.75,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.75,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.75,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.75,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.75,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.75,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.75,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.75,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.75,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.75,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.75,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.75,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.75,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.75,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.75,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.75,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.75,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.75,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.75,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.75,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.75,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.75,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.75,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.75,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.75,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.75,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.75,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.75,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.75,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.75,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.75,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.75,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.75,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.75,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.75,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.75,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.75,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.75,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.75,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.75,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.75,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.75,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.75,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.76,2,p,61,3.57,1.32e-12,"rgb(255, 0, 0)"
0.76,4,p,26,0.79,0.572,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.76,5,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.76,6,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.76,7,p,6,0.25,0.201,"rgb(255.0, 128.0, 128.0)"
0.76,8,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,9,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,11,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.76,14,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.76,17,p,1,inf,0.0,"rgb(255, 0, 0)"
0.76,24,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.76,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.76,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.76,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.76,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.76,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.76,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.76,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.76,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.76,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.76,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.76,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.76,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.76,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.76,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.76,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.76,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.76,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.76,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.76,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.76,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.76,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.76,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.76,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.76,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.76,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.76,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.76,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.76,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.76,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.76,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.76,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.76,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.76,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.76,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.76,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.76,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.76,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.76,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.76,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.76,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.76,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.77,2,p,47,2.99,7.1e-08,"rgb(255, 0, 0)"
0.77,4,p,14,0.35,0.0585,"rgb(255.0, 178.0, 178.0)"
0.77,5,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.77,6,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.77,7,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.77,8,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,9,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,11,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,14,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,17,p,1,inf,0.0,"rgb(255, 0, 0)"
0.77,24,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.77,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.77,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.77,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.77,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.77,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.77,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.77,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.77,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.77,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.77,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.77,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.77,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.77,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.77,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.77,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.77,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.77,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.77,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.77,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.77,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.77,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.77,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.77,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.77,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.77,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.77,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.77,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.77,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.77,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.77,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.77,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.77,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.78,2,p,25,1.61,0.0853,"rgb(255, 0, 0)"
0.78,4,p,10,0.54,0.392,"rgb(234.0, 234.0, 255.0)"
0.78,5,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,6,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.78,7,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.78,8,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,9,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,11,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,14,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,17,p,1,inf,0.0,"rgb(255, 0, 0)"
0.78,24,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.78,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.78,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.78,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.78,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.78,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.78,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.78,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.78,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.78,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.78,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.78,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.78,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.78,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.78,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.78,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.78,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.78,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.78,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.78,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.78,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.78,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.78,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.78,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.78,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.78,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.78,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.78,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.78,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.78,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.78,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.78,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.78,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.79,2,p,18,1.99,0.0299,"rgb(255, 0, 0)"
0.79,4,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.79,5,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,6,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.79,7,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.79,8,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,9,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,11,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,14,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,17,p,1,inf,0.0,"rgb(255, 0, 0)"
0.79,24,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.79,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.79,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.79,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.79,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.79,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.79,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.79,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.79,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.79,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.79,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.79,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.79,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.79,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.79,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.79,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
