Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
18,0.47,10,15,25,0.85,0.77
19,0.47,11,6,17,2.32,0.00945
20,0.47,7,12,19,0.74,0.517
21,0.47,5,6,11,1.06,0.816
22,0.47,10,9,19,1.41,0.256
23,0.47,1,14,15,0.09,0.000402
24,0.47,0,11,11,0.0,0.000445
25,0.47,2,9,11,0.28,0.0572
27,0.47,0,0,0,,
28,0.47,0,2,2,0.0,0.417
29,0.47,0,1,1,0.0,1.0
30,0.47,0,1,1,0.0,1.0
31,0.47,0,0,0,,
32,0.47,0,0,0,,
33,0.47,0,0,0,,
34,0.47,0,0,0,,
35,0.47,0,0,0,,
36,0.47,0,0,0,,
37,0.47,0,0,0,,
38,0.47,0,0,0,,
39,0.47,0,0,0,,
40,0.47,0,0,0,,
41,0.47,0,1,1,0.0,1.0
42,0.47,0,0,0,,
43,0.47,0,0,0,,
44,0.47,0,1,1,0.0,1.0
45,0.47,0,0,0,,
47,0.47,0,0,0,,
48,0.47,0,2,2,0.0,0.417
49,0.47,0,0,0,,
50,0.47,0,0,0,,
51,0.47,1,1,2,1.27,0.546
52,0.47,3,2,5,1.9,0.211
53,0.47,0,0,0,,
54,0.47,2,1,3,2.54,0.187
55,0.47,0,0,0,,
56,0.47,2,0,2,inf,0.0
57,0.47,0,2,2,0.0,0.417
58,0.47,0,2,2,0.0,0.417
59,0.47,0,2,2,0.0,0.417
60,0.47,0,0,0,,
61,0.47,0,6,6,0.0,0.0183
62,0.47,0,4,4,0.0,0.0846
63,0.47,0,3,3,0.0,0.185
64,0.47,1,0,1,inf,0.0
65,0.47,0,3,3,0.0,0.185
66,0.47,1,2,3,0.63,1.0
68,0.47,2,7,9,0.36,0.194
69,0.47,0,1,1,0.0,1.0
70,0.47,2,4,6,0.63,0.777
71,0.47,2,1,3,2.54,0.187
72,0.47,0,3,3,0.0,0.185
73,0.47,0,5,5,0.0,0.0391
74,0.47,1,3,4,0.42,0.737
75,0.47,0,0,0,,
76,0.47,0,1,1,0.0,1.0
77,0.47,0,0,0,,
78,0.47,0,7,7,0.0,0.00859
79,0.47,4,7,11,0.72,0.671
80,0.47,0,3,3,0.0,0.185
81,0.47,0,3,3,0.0,0.185
82,0.47,3,1,4,3.8,0.0458
83,0.47,0,3,3,0.0,0.185
84,0.47,5,3,8,2.11,0.0917
85,0.47,1,1,2,1.27,0.546
86,0.47,1,1,2,1.27,0.546
87,0.47,0,10,10,0.0,0.000925
88,0.47,1,9,10,0.14,0.0131
89,0.47,1,14,15,0.09,0.000402
90,0.47,0,8,8,0.0,0.00406
91,0.47,1,10,11,0.13,0.00657
92,0.47,2,10,12,0.25,0.0304
93,0.47,1,4,5,0.32,0.389
94,0.47,0,8,8,0.0,0.00406
95,0.47,0,9,9,0.0,0.00193
96,0.47,0,6,6,0.0,0.0183
97,0.47,1,18,19,0.07,2.43e-05
98,0.47,3,13,16,0.29,0.0177
99,0.47,1,18,19,0.07,2.43e-05
100,0.47,0,4,4,0.0,0.0846
2,0.48,1015,932,1947,1.38,4.4499999999999995e-23
4,0.48,419,387,806,1.37,5.78e-10
5,0.48,246,226,472,1.38,1.45e-06
6,0.48,168,154,322,1.38,6.07e-05
7,0.48,102,103,205,1.26,0.026
8,0.48,37,84,121,0.56,0.00013
9,0.48,31,72,103,0.55,0.000249
10,0.48,23,39,62,0.75,0.176
11,0.48,40,28,68,1.81,0.000568
13,0.48,19,16,35,1.51,0.088
14,0.48,5,26,31,0.24,9.19e-05
15,0.48,12,17,29,0.89,0.891
16,0.48,12,19,31,0.8,0.519
17,0.48,1,14,15,0.09,0.000402
18,0.48,9,15,24,0.76,0.558
19,0.48,10,5,15,2.54,0.00741
20,0.48,9,9,18,1.27,0.448
21,0.48,5,5,10,1.27,0.607
22,0.48,1,6,7,0.21,0.102
23,0.48,1,14,15,0.09,0.000402
24,0.48,0,10,10,0.0,0.000925
25,0.48,0,9,9,0.0,0.00193
27,0.48,0,0,0,,
28,0.48,0,1,1,0.0,1.0
29,0.48,0,1,1,0.0,1.0
30,0.48,0,1,1,0.0,1.0
31,0.48,0,0,0,,
32,0.48,0,0,0,,
33,0.48,0,0,0,,
34,0.48,0,0,0,,
35,0.48,0,0,0,,
36,0.48,0,0,0,,
37,0.48,0,0,0,,
38,0.48,0,0,0,,
39,0.48,0,0,0,,
40,0.48,0,0,0,,
41,0.48,0,1,1,0.0,1.0
42,0.48,0,0,0,,
43,0.48,0,0,0,,
44,0.48,0,1,1,0.0,1.0
45,0.48,0,0,0,,
47,0.48,0,0,0,,
48,0.48,0,2,2,0.0,0.417
49,0.48,0,0,0,,
50,0.48,0,0,0,,
51,0.48,1,1,2,1.27,0.546
52,0.48,3,2,5,1.9,0.211
53,0.48,0,0,0,,
54,0.48,2,1,3,2.54,0.187
55,0.48,0,0,0,,
56,0.48,2,0,2,inf,0.0
57,0.48,0,2,2,0.0,0.417
58,0.48,0,2,2,0.0,0.417
59,0.48,0,2,2,0.0,0.417
60,0.48,0,0,0,,
61,0.48,0,6,6,0.0,0.0183
62,0.48,0,4,4,0.0,0.0846
63,0.48,0,3,3,0.0,0.185
64,0.48,1,0,1,inf,0.0
65,0.48,0,3,3,0.0,0.185
66,0.48,1,2,3,0.63,1.0
68,0.48,2,7,9,0.36,0.194
69,0.48,0,1,1,0.0,1.0
70,0.48,2,4,6,0.63,0.777
71,0.48,2,1,3,2.54,0.187
72,0.48,0,3,3,0.0,0.185
73,0.48,0,5,5,0.0,0.0391
74,0.48,1,3,4,0.42,0.737
75,0.48,0,0,0,,
76,0.48,0,1,1,0.0,1.0
77,0.48,0,0,0,,
78,0.48,0,7,7,0.0,0.00859
79,0.48,4,7,11,0.72,0.671
80,0.48,0,3,3,0.0,0.185
81,0.48,0,3,3,0.0,0.185
82,0.48,3,1,4,3.8,0.0458
83,0.48,0,3,3,0.0,0.185
84,0.48,5,3,8,2.11,0.0917
85,0.48,1,1,2,1.27,0.546
86,0.48,1,1,2,1.27,0.546
87,0.48,0,10,10,0.0,0.000925
88,0.48,1,9,10,0.14,0.0131
89,0.48,1,14,15,0.09,0.000402
90,0.48,0,8,8,0.0,0.00406
91,0.48,1,10,11,0.13,0.00657
92,0.48,2,10,12,0.25,0.0304
93,0.48,1,4,5,0.32,0.389
94,0.48,0,8,8,0.0,0.00406
95,0.48,0,9,9,0.0,0.00193
96,0.48,0,6,6,0.0,0.0183
97,0.48,1,18,19,0.07,2.43e-05
98,0.48,3,13,16,0.29,0.0177
99,0.48,1,18,19,0.07,2.43e-05
100,0.48,0,4,4,0.0,0.0846
2,0.49,923,846,1769,1.38,2.7800000000000003e-21
4,0.49,359,337,696,1.35,4.72e-08
5,0.49,223,203,426,1.39,2.3e-06
6,0.49,141,142,283,1.26,0.00794
7,0.49,57,81,138,0.89,0.416
8,0.49,38,64,102,0.75,0.0902
9,0.49,30,68,98,0.56,0.000609
10,0.49,27,34,61,1.01,0.923
11,0.49,31,23,54,1.71,0.00465
13,0.49,24,17,41,1.79,0.00849
14,0.49,3,22,25,0.17,5.75e-05
15,0.49,4,15,19,0.34,0.0186
16,0.49,11,17,28,0.82,0.68
17,0.49,4,11,15,0.46,0.126
18,0.49,3,12,15,0.32,0.0324
19,0.49,10,6,16,2.11,0.0319
20,0.49,6,6,12,1.27,0.486
21,0.49,5,2,7,3.17,0.0225
22,0.49,1,5,6,0.25,0.201
23,0.49,0,13,13,0.0,6.18e-05
24,0.49,0,9,9,0.0,0.00193
25,0.49,0,8,8,0.0,0.00406
27,0.49,0,0,0,,
28,0.49,0,0,0,,
29,0.49,0,0,0,,
30,0.49,0,1,1,0.0,1.0
31,0.49,0,0,0,,
32,0.49,0,0,0,,
33,0.49,0,0,0,,
34,0.49,0,0,0,,
35,0.49,0,0,0,,
36,0.49,0,0,0,,
37,0.49,0,0,0,,
38,0.49,0,0,0,,
39,0.49,0,0,0,,
40,0.49,0,0,0,,
41,0.49,0,1,1,0.0,1.0
42,0.49,0,1,1,0.0,1.0
43,0.49,0,0,0,,
44,0.49,0,1,1,0.0,1.0
45,0.49,0,0,0,,
47,0.49,0,0,0,,
48,0.49,0,2,2,0.0,0.417
49,0.49,0,0,0,,
50,0.49,0,0,0,,
51,0.49,1,1,2,1.27,0.546
52,0.49,3,2,5,1.9,0.211
53,0.49,0,0,0,,
54,0.49,2,1,3,2.54,0.187
55,0.49,0,0,0,,
56,0.49,2,0,2,inf,0.0
57,0.49,0,2,2,0.0,0.417
58,0.49,0,2,2,0.0,0.417
59,0.49,0,2,2,0.0,0.417
60,0.49,0,0,0,,
61,0.49,0,6,6,0.0,0.0183
62,0.49,0,4,4,0.0,0.0846
63,0.49,0,3,3,0.0,0.185
64,0.49,1,0,1,inf,0.0
65,0.49,0,3,3,0.0,0.185
66,0.49,1,2,3,0.63,1.0
68,0.49,2,7,9,0.36,0.194
69,0.49,0,1,1,0.0,1.0
70,0.49,2,4,6,0.63,0.777
71,0.49,2,1,3,2.54,0.187
72,0.49,0,3,3,0.0,0.185
73,0.49,0,5,5,0.0,0.0391
74,0.49,1,3,4,0.42,0.737
75,0.49,0,0,0,,
76,0.49,0,1,1,0.0,1.0
77,0.49,0,0,0,,
78,0.49,0,7,7,0.0,0.00859
79,0.49,4,7,11,0.72,0.671
80,0.49,0,3,3,0.0,0.185
81,0.49,0,3,3,0.0,0.185
82,0.49,3,1,4,3.8,0.0458
83,0.49,0,3,3,0.0,0.185
84,0.49,5,3,8,2.11,0.0917
85,0.49,1,1,2,1.27,0.546
86,0.49,1,1,2,1.27,0.546
87,0.49,0,10,10,0.0,0.000925
88,0.49,1,9,10,0.14,0.0131
89,0.49,1,14,15,0.09,0.000402
90,0.49,0,8,8,0.0,0.00406
91,0.49,1,10,11,0.13,0.00657
92,0.49,2,10,12,0.25,0.0304
93,0.49,1,4,5,0.32,0.389
94,0.49,0,8,8,0.0,0.00406
95,0.49,0,9,9,0.0,0.00193
96,0.49,0,6,6,0.0,0.0183
97,0.49,1,18,19,0.07,2.43e-05
98,0.49,3,13,16,0.29,0.0177
99,0.49,1,18,19,0.07,2.43e-05
100,0.49,0,4,4,0.0,0.0846
2,0.5,870,735,1605,1.5,8.51e-30
4,0.5,324,258,582,1.59,5.78e-15
5,0.5,175,166,341,1.34,0.000228
6,0.5,128,110,238,1.48,3.26e-05
7,0.5,52,80,132,0.82,0.185
8,0.5,38,53,91,0.91,0.642
9,0.5,22,60,82,0.46,5.87e-05
10,0.5,21,35,56,0.76,0.252
11,0.5,27,20,47,1.71,0.00788
13,0.5,14,13,27,1.37,0.27
14,0.5,9,18,27,0.63,0.229
15,0.5,3,10,13,0.38,0.104
16,0.5,11,13,24,1.07,0.754
17,0.5,4,8,12,0.63,0.545
18,0.5,1,8,9,0.16,0.0262
19,0.5,7,4,11,2.22,0.0419
20,0.5,5,5,10,1.27,0.607
21,0.5,4,2,6,2.54,0.0757
22,0.5,0,5,5,0.0,0.0391
23,0.5,0,1,1,0.0,1.0
24,0.5,0,1,1,0.0,1.0
25,0.5,0,2,2,0.0,0.417
27,0.5,0,0,0,,
28,0.5,0,0,0,,
29,0.5,0,0,0,,
30,0.5,0,0,0,,
31,0.5,0,0,0,,
32,0.5,0,0,0,,
33,0.5,0,0,0,,
34,0.5,0,0,0,,
35,0.5,0,0,0,,
36,0.5,0,0,0,,
37,0.5,0,0,0,,
38,0.5,0,0,0,,
39,0.5,0,0,0,,
40,0.5,0,0,0,,
41,0.5,0,1,1,0.0,1.0
42,0.5,0,0,0,,
43,0.5,0,0,0,,
44,0.5,0,1,1,0.0,1.0
45,0.5,0,0,0,,
47,0.5,0,0,0,,
48,0.5,0,2,2,0.0,0.417
49,0.5,0,0,0,,
50,0.5,0,0,0,,
51,0.5,1,1,2,1.27,0.546
52,0.5,3,2,5,1.9,0.211
53,0.5,0,0,0,,
54,0.5,2,1,3,2.54,0.187
55,0.5,0,0,0,,
56,0.5,2,0,2,inf,0.0
57,0.5,0,2,2,0.0,0.417
58,0.5,0,2,2,0.0,0.417
59,0.5,0,2,2,0.0,0.417
60,0.5,0,0,0,,
61,0.5,0,6,6,0.0,0.0183
62,0.5,0,4,4,0.0,0.0846
63,0.5,0,3,3,0.0,0.185
64,0.5,1,0,1,inf,0.0
65,0.5,0,3,3,0.0,0.185
66,0.5,1,2,3,0.63,1.0
68,0.5,2,7,9,0.36,0.194
69,0.5,0,1,1,0.0,1.0
70,0.5,2,4,6,0.63,0.777
71,0.5,2,1,3,2.54,0.187
72,0.5,0,3,3,0.0,0.185
73,0.5,0,5,5,0.0,0.0391
74,0.5,1,3,4,0.42,0.737
75,0.5,0,0,0,,
76,0.5,0,1,1,0.0,1.0
77,0.5,0,0,0,,
78,0.5,0,7,7,0.0,0.00859
79,0.5,4,7,11,0.72,0.671
80,0.5,0,3,3,0.0,0.185
81,0.5,0,3,3,0.0,0.185
82,0.5,3,1,4,3.8,0.0458
83,0.5,0,3,3,0.0,0.185
84,0.5,5,3,8,2.11,0.0917
85,0.5,1,1,2,1.27,0.546
86,0.5,1,1,2,1.27,0.546
87,0.5,0,10,10,0.0,0.000925
88,0.5,1,9,10,0.14,0.0131
89,0.5,1,14,15,0.09,0.000402
90,0.5,0,8,8,0.0,0.00406
91,0.5,1,10,11,0.13,0.00657
92,0.5,2,10,12,0.25,0.0304
93,0.5,1,4,5,0.32,0.389
94,0.5,0,8,8,0.0,0.00406
95,0.5,0,9,9,0.0,0.00193
96,0.5,0,6,6,0.0,0.0183
97,0.5,1,18,19,0.07,2.43e-05
98,0.5,3,13,16,0.29,0.0177
99,0.5,1,18,19,0.07,2.43e-05
100,0.5,0,4,4,0.0,0.0846
2,0.51,790,677,1467,1.48,1.56e-25
4,0.51,276,221,497,1.58,9.75e-13
5,0.51,144,137,281,1.33,0.00087
6,0.51,87,89,176,1.24,0.0484
7,0.51,32,60,92,0.68,0.0238
8,0.51,31,49,80,0.8,0.259
9,0.51,23,48,71,0.61,0.0143
10,0.51,21,37,58,0.72,0.138
11,0.51,27,16,43,2.14,0.000334
13,0.51,12,9,21,1.69,0.0854
14,0.51,1,17,18,0.07,4.9e-05
15,0.51,2,13,15,0.2,0.00437
16,0.51,4,9,13,0.56,0.344
17,0.51,2,7,9,0.36,0.194
18,0.51,1,6,7,0.21,0.102
19,0.51,2,3,5,0.85,1.0
20,0.51,5,4,9,1.58,0.254
21,0.51,3,1,4,3.8,0.0458
22,0.51,0,3,3,0.0,0.185
23,0.51,0,1,1,0.0,1.0
24,0.51,0,1,1,0.0,1.0
25,0.51,0,1,1,0.0,1.0
27,0.51,0,0,0,,
28,0.51,0,0,0,,
29,0.51,0,0,0,,
30,0.51,0,0,0,,
31,0.51,0,0,0,,
32,0.51,0,0,0,,
33,0.51,0,0,0,,
34,0.51,0,0,0,,
35,0.51,0,0,0,,
36,0.51,0,0,0,,
37,0.51,0,0,0,,
38,0.51,0,0,0,,
39,0.51,0,0,0,,
40,0.51,0,0,0,,
41,0.51,0,1,1,0.0,1.0
42,0.51,0,0,0,,
43,0.51,0,0,0,,
44,0.51,0,1,1,0.0,1.0
45,0.51,0,0,0,,
47,0.51,0,0,0,,
48,0.51,0,2,2,0.0,0.417
49,0.51,0,0,0,,
50,0.51,0,0,0,,
51,0.51,1,1,2,1.27,0.546
52,0.51,3,2,5,1.9,0.211
53,0.51,0,0,0,,
54,0.51,2,1,3,2.54,0.187
55,0.51,0,0,0,,
56,0.51,2,0,2,inf,0.0
57,0.51,0,2,2,0.0,0.417
58,0.51,0,2,2,0.0,0.417
59,0.51,0,2,2,0.0,0.417
60,0.51,0,0,0,,
61,0.51,0,6,6,0.0,0.0183
62,0.51,0,4,4,0.0,0.0846
63,0.51,0,3,3,0.0,0.185
64,0.51,1,0,1,inf,0.0
65,0.51,0,3,3,0.0,0.185
66,0.51,1,2,3,0.63,1.0
68,0.51,2,7,9,0.36,0.194
69,0.51,0,1,1,0.0,1.0
70,0.51,2,4,6,0.63,0.777
71,0.51,2,1,3,2.54,0.187
72,0.51,0,3,3,0.0,0.185
73,0.51,0,5,5,0.0,0.0391
74,0.51,1,3,4,0.42,0.737
75,0.51,0,0,0,,
76,0.51,0,1,1,0.0,1.0
77,0.51,0,0,0,,
78,0.51,0,7,7,0.0,0.00859
79,0.51,4,7,11,0.72,0.671
80,0.51,0,3,3,0.0,0.185
81,0.51,0,3,3,0.0,0.185
82,0.51,3,1,4,3.8,0.0458
83,0.51,0,3,3,0.0,0.185
84,0.51,5,3,8,2.11,0.0917
85,0.51,1,1,2,1.27,0.546
86,0.51,1,1,2,1.27,0.546
87,0.51,0,10,10,0.0,0.000925
88,0.51,1,9,10,0.14,0.0131
89,0.51,1,14,15,0.09,0.000402
90,0.51,0,8,8,0.0,0.00406
91,0.51,1,10,11,0.13,0.00657
92,0.51,2,10,12,0.25,0.0304
93,0.51,1,4,5,0.32,0.389
94,0.51,0,8,8,0.0,0.00406
95,0.51,0,9,9,0.0,0.00193
96,0.51,0,6,6,0.0,0.0183
97,0.51,1,18,19,0.07,2.43e-05
98,0.51,3,13,16,0.29,0.0177
99,0.51,1,18,19,0.07,2.43e-05
100,0.51,0,4,4,0.0,0.0846
2,0.52,798,666,1464,1.52,6.99e-29
4,0.52,259,212,471,1.55,3.72e-11
5,0.52,133,120,253,1.41,0.000202
6,0.52,74,80,154,1.17,0.166
7,0.52,27,57,84,0.6,0.00559
8,0.52,30,51,81,0.75,0.114
9,0.52,16,45,61,0.45,0.000392
10,0.52,10,30,40,0.42,0.00268
11,0.52,24,10,34,3.04,2.94e-06
13,0.52,8,10,18,1.01,0.859
14,0.52,1,12,13,0.11,0.00163
15,0.52,1,14,15,0.09,0.000402
16,0.52,3,8,11,0.48,0.232
17,0.52,2,7,9,0.36,0.194
18,0.52,1,3,4,0.42,0.737
19,0.52,2,2,4,1.27,0.674
20,0.52,2,2,4,1.27,0.674
21,0.52,3,1,4,3.8,0.0458
22,0.52,0,3,3,0.0,0.185
23,0.52,0,1,1,0.0,1.0
24,0.52,0,1,1,0.0,1.0
25,0.52,0,0,0,,
27,0.52,0,0,0,,
28,0.52,0,0,0,,
29,0.52,0,0,0,,
30,0.52,0,0,0,,
31,0.52,0,0,0,,
32,0.52,0,0,0,,
33,0.52,0,0,0,,
34,0.52,0,0,0,,
35,0.52,0,0,0,,
36,0.52,0,0,0,,
37,0.52,0,0,0,,
38,0.52,0,0,0,,
39,0.52,0,0,0,,
40,0.52,0,0,0,,
41,0.52,0,1,1,0.0,1.0
42,0.52,0,0,0,,
43,0.52,0,0,0,,
44,0.52,0,1,1,0.0,1.0
45,0.52,0,0,0,,
47,0.52,0,0,0,,
48,0.52,0,2,2,0.0,0.417
49,0.52,0,0,0,,
50,0.52,0,0,0,,
51,0.52,1,1,2,1.27,0.546
52,0.52,3,2,5,1.9,0.211
53,0.52,0,0,0,,
54,0.52,2,1,3,2.54,0.187
55,0.52,0,0,0,,
56,0.52,2,0,2,inf,0.0
57,0.52,0,2,2,0.0,0.417
58,0.52,0,2,2,0.0,0.417
59,0.52,0,2,2,0.0,0.417
60,0.52,0,0,0,,
61,0.52,0,6,6,0.0,0.0183
62,0.52,0,4,4,0.0,0.0846
63,0.52,0,3,3,0.0,0.185
64,0.52,1,0,1,inf,0.0
65,0.52,0,3,3,0.0,0.185
66,0.52,1,2,3,0.63,1.0
68,0.52,2,7,9,0.36,0.194
69,0.52,0,1,1,0.0,1.0
70,0.52,2,4,6,0.63,0.777
71,0.52,2,1,3,2.54,0.187
72,0.52,0,3,3,0.0,0.185
73,0.52,0,5,5,0.0,0.0391
74,0.52,1,3,4,0.42,0.737
75,0.52,0,0,0,,
76,0.52,0,1,1,0.0,1.0
77,0.52,0,0,0,,
78,0.52,0,7,7,0.0,0.00859
79,0.52,4,7,11,0.72,0.671
80,0.52,0,3,3,0.0,0.185
81,0.52,0,3,3,0.0,0.185
82,0.52,3,1,4,3.8,0.0458
83,0.52,0,3,3,0.0,0.185
84,0.52,5,3,8,2.11,0.0917
85,0.52,1,1,2,1.27,0.546
86,0.52,1,1,2,1.27,0.546
87,0.52,0,10,10,0.0,0.000925
88,0.52,1,9,10,0.14,0.0131
89,0.52,1,14,15,0.09,0.000402
90,0.52,0,8,8,0.0,0.00406
91,0.52,1,10,11,0.13,0.00657
92,0.52,2,10,12,0.25,0.0304
93,0.52,1,4,5,0.32,0.389
94,0.52,0,8,8,0.0,0.00406
95,0.52,0,9,9,0.0,0.00193
96,0.52,0,6,6,0.0,0.0183
97,0.52,1,18,19,0.07,2.43e-05
98,0.52,3,13,16,0.29,0.0177
99,0.52,1,18,19,0.07,2.43e-05
100,0.52,0,4,4,0.0,0.0846
2,0.53,781,632,1413,1.57,4.36e-32
4,0.53,244,192,436,1.61,3.54e-12
5,0.53,108,110,218,1.24,0.0273
6,0.53,66,71,137,1.18,0.181
7,0.53,26,55,81,0.6,0.00609
8,0.53,26,50,76,0.66,0.031
9,0.53,9,38,47,0.3,1.43e-05
10,0.53,4,27,31,0.19,1.09e-05
11,0.53,8,8,16,1.27,0.425
13,0.53,7,9,16,0.99,1.0
14,0.53,0,10,10,0.0,0.000925
15,0.53,1,15,16,0.08,0.000199
16,0.53,3,5,8,0.76,1.0
17,0.53,2,6,8,0.42,0.349
18,0.53,1,3,4,0.42,0.737
19,0.53,2,2,4,1.27,0.674
20,0.53,2,2,4,1.27,0.674
21,0.53,3,1,4,3.8,0.0458
22,0.53,0,3,3,0.0,0.185
23,0.53,0,1,1,0.0,1.0
24,0.53,0,1,1,0.0,1.0
25,0.53,0,0,0,,
27,0.53,0,0,0,,
28,0.53,0,0,0,,
29,0.53,0,0,0,,
30,0.53,0,0,0,,
31,0.53,0,0,0,,
32,0.53,0,0,0,,
33,0.53,0,0,0,,
34,0.53,0,0,0,,
35,0.53,0,0,0,,
36,0.53,0,0,0,,
37,0.53,0,0,0,,
38,0.53,0,0,0,,
39,0.53,0,0,0,,
40,0.53,0,0,0,,
41,0.53,0,1,1,0.0,1.0
42,0.53,0,0,0,,
43,0.53,0,0,0,,
44,0.53,0,1,1,0.0,1.0
45,0.53,0,0,0,,
47,0.53,0,0,0,,
48,0.53,0,2,2,0.0,0.417
49,0.53,0,0,0,,
50,0.53,0,0,0,,
51,0.53,1,1,2,1.27,0.546
52,0.53,3,2,5,1.9,0.211
53,0.53,0,0,0,,
54,0.53,2,1,3,2.54,0.187
55,0.53,0,0,0,,
56,0.53,2,0,2,inf,0.0
57,0.53,0,2,2,0.0,0.417
58,0.53,0,2,2,0.0,0.417
59,0.53,0,2,2,0.0,0.417
60,0.53,0,0,0,,
61,0.53,0,6,6,0.0,0.0183
62,0.53,0,4,4,0.0,0.0846
63,0.53,0,3,3,0.0,0.185
64,0.53,1,0,1,inf,0.0
65,0.53,0,3,3,0.0,0.185
66,0.53,1,2,3,0.63,1.0
68,0.53,2,7,9,0.36,0.194
69,0.53,0,1,1,0.0,1.0
70,0.53,2,4,6,0.63,0.777
71,0.53,2,1,3,2.54,0.187
72,0.53,0,3,3,0.0,0.185
73,0.53,0,5,5,0.0,0.0391
74,0.53,1,3,4,0.42,0.737
75,0.53,0,0,0,,
76,0.53,0,1,1,0.0,1.0
77,0.53,0,0,0,,
78,0.53,0,7,7,0.0,0.00859
79,0.53,4,7,11,0.72,0.671
80,0.53,0,3,3,0.0,0.185
81,0.53,0,3,3,0.0,0.185
82,0.53,3,1,4,3.8,0.0458
83,0.53,0,3,3,0.0,0.185
84,0.53,5,3,8,2.11,0.0917
85,0.53,1,1,2,1.27,0.546
86,0.53,1,1,2,1.27,0.546
87,0.53,0,10,10,0.0,0.000925
88,0.53,1,9,10,0.14,0.0131
89,0.53,1,14,15,0.09,0.000402
90,0.53,0,8,8,0.0,0.00406
91,0.53,1,10,11,0.13,0.00657
92,0.53,2,10,12,0.25,0.0304
93,0.53,1,4,5,0.32,0.389
94,0.53,0,8,8,0.0,0.00406
95,0.53,0,9,9,0.0,0.00193
96,0.53,0,6,6,0.0,0.0183
97,0.53,1,18,19,0.07,2.43e-05
98,0.53,3,13,16,0.29,0.0177
99,0.53,1,18,19,0.07,2.43e-05
100,0.53,0,4,4,0.0,0.0846
2,0.54,781,595,1376,1.66,5.17e-40
4,0.54,216,172,388,1.59,1.62e-10
5,0.54,99,90,189,1.39,0.00159
6,0.54,56,69,125,1.03,0.786
7,0.54,26,50,76,0.66,0.031
8,0.54,20,39,59,0.65,0.0572
9,0.54,7,33,40,0.27,2.03e-05
10,0.54,3,21,24,0.18,0.000111
11,0.54,7,9,16,0.99,1.0
13,0.54,4,9,13,0.56,0.344
14,0.54,0,9,9,0.0,0.00193
15,0.54,0,10,10,0.0,0.000925
16,0.54,3,5,8,0.76,1.0
17,0.54,2,3,5,0.85,1.0
18,0.54,0,3,3,0.0,0.185
19,0.54,2,0,2,inf,0.0
20,0.54,1,1,2,1.27,0.546
21,0.54,3,2,5,1.9,0.211
22,0.54,0,3,3,0.0,0.185
23,0.54,0,1,1,0.0,1.0
24,0.54,0,1,1,0.0,1.0
25,0.54,0,0,0,,
27,0.54,0,0,0,,
28,0.54,0,0,0,,
29,0.54,0,0,0,,
30,0.54,0,0,0,,
31,0.54,0,0,0,,
32,0.54,0,0,0,,
33,0.54,0,0,0,,
34,0.54,0,0,0,,
35,0.54,0,0,0,,
36,0.54,0,0,0,,
37,0.54,0,0,0,,
38,0.54,0,0,0,,
39,0.54,0,0,0,,
40,0.54,0,0,0,,
41,0.54,0,1,1,0.0,1.0
42,0.54,0,0,0,,
43,0.54,0,0,0,,
44,0.54,0,1,1,0.0,1.0
45,0.54,0,0,0,,
47,0.54,0,0,0,,
48,0.54,0,2,2,0.0,0.417
49,0.54,0,0,0,,
50,0.54,0,0,0,,
51,0.54,1,1,2,1.27,0.546
52,0.54,3,2,5,1.9,0.211
53,0.54,0,0,0,,
54,0.54,2,1,3,2.54,0.187
55,0.54,0,0,0,,
56,0.54,2,0,2,inf,0.0
57,0.54,0,2,2,0.0,0.417
58,0.54,0,2,2,0.0,0.417
59,0.54,0,2,2,0.0,0.417
60,0.54,0,0,0,,
61,0.54,0,6,6,0.0,0.0183
62,0.54,0,4,4,0.0,0.0846
63,0.54,0,3,3,0.0,0.185
64,0.54,1,0,1,inf,0.0
65,0.54,0,3,3,0.0,0.185
66,0.54,1,2,3,0.63,1.0
68,0.54,2,7,9,0.36,0.194
69,0.54,0,1,1,0.0,1.0
70,0.54,2,4,6,0.63,0.777
71,0.54,2,1,3,2.54,0.187
72,0.54,0,3,3,0.0,0.185
73,0.54,0,5,5,0.0,0.0391
74,0.54,1,3,4,0.42,0.737
75,0.54,0,0,0,,
76,0.54,0,1,1,0.0,1.0
77,0.54,0,0,0,,
78,0.54,0,7,7,0.0,0.00859
79,0.54,4,7,11,0.72,0.671
80,0.54,0,3,3,0.0,0.185
81,0.54,0,3,3,0.0,0.185
82,0.54,3,1,4,3.8,0.0458
83,0.54,0,3,3,0.0,0.185
84,0.54,5,3,8,2.11,0.0917
85,0.54,1,1,2,1.27,0.546
86,0.54,1,1,2,1.27,0.546
87,0.54,0,10,10,0.0,0.000925
88,0.54,1,9,10,0.14,0.0131
89,0.54,1,14,15,0.09,0.000402
90,0.54,0,8,8,0.0,0.00406
91,0.54,1,10,11,0.13,0.00657
92,0.54,2,10,12,0.25,0.0304
93,0.54,1,4,5,0.32,0.389
94,0.54,0,8,8,0.0,0.00406
95,0.54,0,9,9,0.0,0.00193
96,0.54,0,6,6,0.0,0.0183
97,0.54,1,18,19,0.07,2.43e-05
98,0.54,3,13,16,0.29,0.0177
99,0.54,1,18,19,0.07,2.43e-05
100,0.54,0,4,4,0.0,0.0846
2,0.55,749,580,1329,1.64,2.26e-36
