Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
4,0.55,198,157,355,1.6,7.56e-10
5,0.55,97,82,179,1.5,0.000176
6,0.55,49,72,121,0.86,0.352
7,0.55,37,44,81,1.07,0.671
8,0.55,15,38,53,0.5,0.00437
9,0.55,8,27,35,0.38,0.00217
10,0.55,3,21,24,0.18,0.000111
11,0.55,5,9,14,0.7,0.572
13,0.55,3,8,11,0.48,0.232
14,0.55,0,9,9,0.0,0.00193
15,0.55,0,11,11,0.0,0.000445
16,0.55,3,4,7,0.95,1.0
17,0.55,0,2,2,0.0,0.417
18,0.55,0,3,3,0.0,0.185
19,0.55,2,0,2,inf,0.0
20,0.55,1,1,2,1.27,0.546
21,0.55,3,2,5,1.9,0.211
22,0.55,0,2,2,0.0,0.417
23,0.55,0,1,1,0.0,1.0
24,0.55,0,1,1,0.0,1.0
25,0.55,0,0,0,,
27,0.55,0,0,0,,
28,0.55,0,0,0,,
29,0.55,0,0,0,,
30,0.55,0,0,0,,
31,0.55,0,0,0,,
32,0.55,0,0,0,,
33,0.55,0,0,0,,
34,0.55,0,0,0,,
35,0.55,0,0,0,,
36,0.55,0,0,0,,
37,0.55,0,0,0,,
38,0.55,0,0,0,,
39,0.55,0,0,0,,
40,0.55,0,0,0,,
41,0.55,0,1,1,0.0,1.0
42,0.55,0,0,0,,
43,0.55,0,0,0,,
44,0.55,0,1,1,0.0,1.0
45,0.55,0,0,0,,
47,0.55,0,0,0,,
48,0.55,0,2,2,0.0,0.417
49,0.55,0,0,0,,
50,0.55,0,0,0,,
51,0.55,1,1,2,1.27,0.546
52,0.55,3,2,5,1.9,0.211
53,0.55,0,0,0,,
54,0.55,2,1,3,2.54,0.187
55,0.55,0,0,0,,
56,0.55,2,0,2,inf,0.0
57,0.55,0,2,2,0.0,0.417
58,0.55,0,2,2,0.0,0.417
59,0.55,0,2,2,0.0,0.417
60,0.55,0,0,0,,
61,0.55,0,6,6,0.0,0.0183
62,0.55,0,4,4,0.0,0.0846
63,0.55,0,3,3,0.0,0.185
64,0.55,1,0,1,inf,0.0
65,0.55,0,3,3,0.0,0.185
66,0.55,1,2,3,0.63,1.0
68,0.55,2,7,9,0.36,0.194
69,0.55,0,1,1,0.0,1.0
70,0.55,2,4,6,0.63,0.777
71,0.55,2,1,3,2.54,0.187
72,0.55,0,3,3,0.0,0.185
73,0.55,0,5,5,0.0,0.0391
74,0.55,1,3,4,0.42,0.737
75,0.55,0,0,0,,
76,0.55,0,1,1,0.0,1.0
77,0.55,0,0,0,,
78,0.55,0,7,7,0.0,0.00859
79,0.55,4,7,11,0.72,0.671
80,0.55,0,3,3,0.0,0.185
81,0.55,0,3,3,0.0,0.185
82,0.55,3,1,4,3.8,0.0458
83,0.55,0,3,3,0.0,0.185
84,0.55,5,3,8,2.11,0.0917
85,0.55,1,1,2,1.27,0.546
86,0.55,1,1,2,1.27,0.546
87,0.55,0,10,10,0.0,0.000925
88,0.55,1,9,10,0.14,0.0131
89,0.55,1,14,15,0.09,0.000402
90,0.55,0,8,8,0.0,0.00406
91,0.55,1,10,11,0.13,0.00657
92,0.55,2,10,12,0.25,0.0304
93,0.55,1,4,5,0.32,0.389
94,0.55,0,8,8,0.0,0.00406
95,0.55,0,9,9,0.0,0.00193
96,0.55,0,6,6,0.0,0.0183
97,0.55,1,18,19,0.07,2.43e-05
98,0.55,3,13,16,0.29,0.0177
99,0.55,1,18,19,0.07,2.43e-05
100,0.55,0,4,4,0.0,0.0846
2,0.56,699,549,1248,1.61,2.4100000000000003e-32
4,0.56,174,135,309,1.63,1.92e-09
5,0.56,84,70,154,1.52,0.000264
6,0.56,50,58,108,1.09,0.505
7,0.56,30,43,73,0.88,0.605
8,0.56,13,33,46,0.5,0.00777
9,0.56,6,26,32,0.29,0.000353
10,0.56,3,20,23,0.19,0.000213
11,0.56,8,7,15,1.45,0.28
13,0.56,3,9,12,0.42,0.182
14,0.56,1,8,9,0.16,0.0262
15,0.56,0,9,9,0.0,0.00193
16,0.56,3,4,7,0.95,1.0
17,0.56,0,2,2,0.0,0.417
18,0.56,0,1,1,0.0,1.0
19,0.56,2,1,3,2.54,0.187
20,0.56,0,1,1,0.0,1.0
21,0.56,3,2,5,1.9,0.211
22,0.56,0,2,2,0.0,0.417
23,0.56,0,1,1,0.0,1.0
24,0.56,0,1,1,0.0,1.0
25,0.56,0,0,0,,
27,0.56,0,0,0,,
28,0.56,0,0,0,,
29,0.56,0,0,0,,
30,0.56,0,0,0,,
31,0.56,0,0,0,,
32,0.56,0,0,0,,
33,0.56,0,0,0,,
34,0.56,0,0,0,,
35,0.56,0,0,0,,
36,0.56,0,0,0,,
37,0.56,0,0,0,,
38,0.56,0,0,0,,
39,0.56,0,0,0,,
40,0.56,0,0,0,,
41,0.56,0,1,1,0.0,1.0
42,0.56,0,0,0,,
43,0.56,0,0,0,,
44,0.56,0,1,1,0.0,1.0
45,0.56,0,0,0,,
47,0.56,0,0,0,,
48,0.56,0,2,2,0.0,0.417
49,0.56,0,0,0,,
50,0.56,0,0,0,,
51,0.56,1,1,2,1.27,0.546
52,0.56,3,2,5,1.9,0.211
53,0.56,0,0,0,,
54,0.56,2,1,3,2.54,0.187
55,0.56,0,0,0,,
56,0.56,2,0,2,inf,0.0
57,0.56,0,2,2,0.0,0.417
58,0.56,0,2,2,0.0,0.417
59,0.56,0,2,2,0.0,0.417
60,0.56,0,0,0,,
61,0.56,0,6,6,0.0,0.0183
62,0.56,0,4,4,0.0,0.0846
63,0.56,0,3,3,0.0,0.185
64,0.56,1,0,1,inf,0.0
65,0.56,0,3,3,0.0,0.185
66,0.56,1,2,3,0.63,1.0
68,0.56,2,7,9,0.36,0.194
69,0.56,0,1,1,0.0,1.0
70,0.56,2,4,6,0.63,0.777
71,0.56,2,1,3,2.54,0.187
72,0.56,0,3,3,0.0,0.185
73,0.56,0,5,5,0.0,0.0391
74,0.56,1,3,4,0.42,0.737
75,0.56,0,0,0,,
76,0.56,0,1,1,0.0,1.0
77,0.56,0,0,0,,
78,0.56,0,7,7,0.0,0.00859
79,0.56,4,7,11,0.72,0.671
80,0.56,0,3,3,0.0,0.185
81,0.56,0,3,3,0.0,0.185
82,0.56,3,1,4,3.8,0.0458
83,0.56,0,3,3,0.0,0.185
84,0.56,5,3,8,2.11,0.0917
85,0.56,1,1,2,1.27,0.546
86,0.56,1,1,2,1.27,0.546
87,0.56,0,10,10,0.0,0.000925
88,0.56,1,9,10,0.14,0.0131
89,0.56,1,14,15,0.09,0.000402
90,0.56,0,8,8,0.0,0.00406
91,0.56,1,10,11,0.13,0.00657
92,0.56,2,10,12,0.25,0.0304
93,0.56,1,4,5,0.32,0.389
94,0.56,0,8,8,0.0,0.00406
95,0.56,0,9,9,0.0,0.00193
96,0.56,0,6,6,0.0,0.0183
97,0.56,1,18,19,0.07,2.43e-05
98,0.56,3,13,16,0.29,0.0177
99,0.56,1,18,19,0.07,2.43e-05
100,0.56,0,4,4,0.0,0.0846
2,0.57,648,505,1153,1.63,6.77e-31
4,0.57,155,126,281,1.56,2.05e-07
5,0.57,79,62,141,1.62,7.47e-05
6,0.57,45,48,93,1.19,0.254
7,0.57,26,39,65,0.85,0.469
8,0.57,13,27,40,0.61,0.0813
9,0.57,6,24,30,0.32,0.00114
10,0.57,3,16,19,0.24,0.00276
11,0.57,10,10,20,1.27,0.471
13,0.57,3,9,12,0.42,0.182
14,0.57,1,4,5,0.32,0.389
15,0.57,0,7,7,0.0,0.00859
16,0.57,3,4,7,0.95,1.0
17,0.57,2,2,4,1.27,0.674
18,0.57,0,0,0,,
19,0.57,2,0,2,inf,0.0
20,0.57,0,1,1,0.0,1.0
21,0.57,3,1,4,3.8,0.0458
22,0.57,0,1,1,0.0,1.0
23,0.57,0,1,1,0.0,1.0
24,0.57,0,1,1,0.0,1.0
25,0.57,0,0,0,,
27,0.57,0,0,0,,
28,0.57,0,0,0,,
29,0.57,0,0,0,,
30,0.57,0,0,0,,
31,0.57,0,0,0,,
32,0.57,0,0,0,,
33,0.57,0,0,0,,
34,0.57,0,0,0,,
35,0.57,0,0,0,,
36,0.57,0,0,0,,
37,0.57,0,0,0,,
38,0.57,0,0,0,,
39,0.57,0,0,0,,
40,0.57,0,0,0,,
41,0.57,0,1,1,0.0,1.0
42,0.57,0,0,0,,
43,0.57,0,0,0,,
44,0.57,0,1,1,0.0,1.0
45,0.57,0,0,0,,
47,0.57,0,0,0,,
48,0.57,0,2,2,0.0,0.417
49,0.57,0,0,0,,
50,0.57,0,0,0,,
51,0.57,1,1,2,1.27,0.546
52,0.57,3,2,5,1.9,0.211
53,0.57,0,0,0,,
54,0.57,2,1,3,2.54,0.187
55,0.57,0,0,0,,
56,0.57,2,0,2,inf,0.0
57,0.57,0,2,2,0.0,0.417
58,0.57,0,2,2,0.0,0.417
59,0.57,0,2,2,0.0,0.417
60,0.57,0,0,0,,
61,0.57,0,6,6,0.0,0.0183
62,0.57,0,4,4,0.0,0.0846
63,0.57,0,3,3,0.0,0.185
64,0.57,1,0,1,inf,0.0
65,0.57,0,3,3,0.0,0.185
66,0.57,1,2,3,0.63,1.0
68,0.57,2,7,9,0.36,0.194
69,0.57,0,1,1,0.0,1.0
70,0.57,2,4,6,0.63,0.777
71,0.57,2,1,3,2.54,0.187
72,0.57,0,3,3,0.0,0.185
73,0.57,0,5,5,0.0,0.0391
74,0.57,1,3,4,0.42,0.737
75,0.57,0,0,0,,
76,0.57,0,1,1,0.0,1.0
77,0.57,0,0,0,,
78,0.57,0,7,7,0.0,0.00859
79,0.57,4,7,11,0.72,0.671
80,0.57,0,3,3,0.0,0.185
81,0.57,0,3,3,0.0,0.185
82,0.57,3,1,4,3.8,0.0458
83,0.57,0,3,3,0.0,0.185
84,0.57,5,3,8,2.11,0.0917
85,0.57,1,1,2,1.27,0.546
86,0.57,1,1,2,1.27,0.546
87,0.57,0,10,10,0.0,0.000925
88,0.57,1,9,10,0.14,0.0131
89,0.57,1,14,15,0.09,0.000402
90,0.57,0,8,8,0.0,0.00406
91,0.57,1,10,11,0.13,0.00657
92,0.57,2,10,12,0.25,0.0304
93,0.57,1,4,5,0.32,0.389
94,0.57,0,8,8,0.0,0.00406
95,0.57,0,9,9,0.0,0.00193
96,0.57,0,6,6,0.0,0.0183
97,0.57,1,18,19,0.07,2.43e-05
98,0.57,3,13,16,0.29,0.0177
99,0.57,1,18,19,0.07,2.43e-05
100,0.57,0,4,4,0.0,0.0846
2,0.58,589,429,1018,1.74,2.24e-35
4,0.58,143,119,262,1.52,2.32e-06
5,0.58,53,60,113,1.12,0.383
6,0.58,41,37,78,1.4,0.0329
7,0.58,22,38,60,0.73,0.169
8,0.58,11,15,26,0.93,1.0
9,0.58,6,23,29,0.33,0.00203
10,0.58,2,15,17,0.17,0.00116
11,0.58,8,9,17,1.13,0.704
13,0.58,2,7,9,0.36,0.194
14,0.58,2,3,5,0.85,1.0
15,0.58,0,6,6,0.0,0.0183
16,0.58,4,4,8,1.27,0.565
17,0.58,0,0,0,,
18,0.58,2,0,2,inf,0.0
19,0.58,2,0,2,inf,0.0
20,0.58,0,0,0,,
21,0.58,3,1,4,3.8,0.0458
22,0.58,0,1,1,0.0,1.0
23,0.58,0,1,1,0.0,1.0
24,0.58,0,1,1,0.0,1.0
25,0.58,0,0,0,,
27,0.58,0,0,0,,
28,0.58,0,0,0,,
29,0.58,0,0,0,,
30,0.58,0,0,0,,
31,0.58,0,0,0,,
32,0.58,0,0,0,,
33,0.58,0,0,0,,
34,0.58,0,0,0,,
35,0.58,0,0,0,,
36,0.58,0,0,0,,
37,0.58,0,0,0,,
38,0.58,0,0,0,,
39,0.58,0,0,0,,
40,0.58,0,0,0,,
41,0.58,0,1,1,0.0,1.0
42,0.58,0,0,0,,
43,0.58,0,0,0,,
44,0.58,0,1,1,0.0,1.0
45,0.58,0,0,0,,
47,0.58,0,0,0,,
48,0.58,0,2,2,0.0,0.417
49,0.58,0,0,0,,
50,0.58,0,0,0,,
51,0.58,1,1,2,1.27,0.546
52,0.58,3,2,5,1.9,0.211
53,0.58,0,0,0,,
54,0.58,2,1,3,2.54,0.187
55,0.58,0,0,0,,
56,0.58,2,0,2,inf,0.0
57,0.58,0,2,2,0.0,0.417
58,0.58,0,2,2,0.0,0.417
59,0.58,0,2,2,0.0,0.417
60,0.58,0,0,0,,
61,0.58,0,6,6,0.0,0.0183
62,0.58,0,4,4,0.0,0.0846
63,0.58,0,3,3,0.0,0.185
64,0.58,1,0,1,inf,0.0
65,0.58,0,3,3,0.0,0.185
66,0.58,1,2,3,0.63,1.0
68,0.58,2,7,9,0.36,0.194
69,0.58,0,1,1,0.0,1.0
70,0.58,2,4,6,0.63,0.777
71,0.58,2,1,3,2.54,0.187
72,0.58,0,3,3,0.0,0.185
73,0.58,0,5,5,0.0,0.0391
74,0.58,1,3,4,0.42,0.737
75,0.58,0,0,0,,
76,0.58,0,1,1,0.0,1.0
77,0.58,0,0,0,,
78,0.58,0,7,7,0.0,0.00859
79,0.58,4,7,11,0.72,0.671
80,0.58,0,3,3,0.0,0.185
81,0.58,0,3,3,0.0,0.185
82,0.58,3,1,4,3.8,0.0458
83,0.58,0,3,3,0.0,0.185
84,0.58,5,3,8,2.11,0.0917
85,0.58,1,1,2,1.27,0.546
86,0.58,1,1,2,1.27,0.546
87,0.58,0,10,10,0.0,0.000925
88,0.58,1,9,10,0.14,0.0131
89,0.58,1,14,15,0.09,0.000402
90,0.58,0,8,8,0.0,0.00406
91,0.58,1,10,11,0.13,0.00657
92,0.58,2,10,12,0.25,0.0304
93,0.58,1,4,5,0.32,0.389
94,0.58,0,8,8,0.0,0.00406
95,0.58,0,9,9,0.0,0.00193
96,0.58,0,6,6,0.0,0.0183
97,0.58,1,18,19,0.07,2.43e-05
98,0.58,3,13,16,0.29,0.0177
99,0.58,1,18,19,0.07,2.43e-05
100,0.58,0,4,4,0.0,0.0846
2,0.59,563,389,952,1.83,1.33e-39
4,0.59,92,94,186,1.24,0.0416
5,0.59,41,62,103,0.84,0.283
6,0.59,42,38,80,1.4,0.0348
7,0.59,20,30,50,0.85,0.536
8,0.59,12,11,23,1.38,0.234
9,0.59,6,21,27,0.36,0.00627
10,0.59,1,14,15,0.09,0.000402
11,0.59,6,9,15,0.85,0.851
13,0.59,1,7,8,0.18,0.0519
14,0.59,3,1,4,3.8,0.0458
15,0.59,0,6,6,0.0,0.0183
16,0.59,3,3,6,1.27,0.515
17,0.59,1,0,1,inf,0.0
18,0.59,0,0,0,,
19,0.59,2,0,2,inf,0.0
20,0.59,0,0,0,,
21,0.59,0,1,1,0.0,1.0
22,0.59,0,1,1,0.0,1.0
23,0.59,0,1,1,0.0,1.0
24,0.59,0,1,1,0.0,1.0
25,0.59,0,0,0,,
27,0.59,0,0,0,,
28,0.59,0,0,0,,
29,0.59,0,0,0,,
30,0.59,0,0,0,,
31,0.59,0,0,0,,
32,0.59,0,0,0,,
33,0.59,0,0,0,,
34,0.59,0,0,0,,
35,0.59,0,0,0,,
36,0.59,0,0,0,,
37,0.59,0,0,0,,
38,0.59,0,0,0,,
39,0.59,0,0,0,,
40,0.59,0,0,0,,
41,0.59,0,1,1,0.0,1.0
42,0.59,0,0,0,,
43,0.59,0,0,0,,
44,0.59,0,1,1,0.0,1.0
45,0.59,0,0,0,,
47,0.59,0,0,0,,
48,0.59,0,2,2,0.0,0.417
49,0.59,0,0,0,,
50,0.59,0,0,0,,
51,0.59,1,1,2,1.27,0.546
52,0.59,3,2,5,1.9,0.211
53,0.59,0,0,0,,
54,0.59,2,1,3,2.54,0.187
55,0.59,0,0,0,,
56,0.59,2,0,2,inf,0.0
57,0.59,0,2,2,0.0,0.417
58,0.59,0,2,2,0.0,0.417
59,0.59,0,2,2,0.0,0.417
60,0.59,0,0,0,,
61,0.59,0,6,6,0.0,0.0183
62,0.59,0,4,4,0.0,0.0846
63,0.59,0,3,3,0.0,0.185
64,0.59,1,0,1,inf,0.0
65,0.59,0,3,3,0.0,0.185
66,0.59,1,2,3,0.63,1.0
68,0.59,2,7,9,0.36,0.194
69,0.59,0,1,1,0.0,1.0
70,0.59,2,4,6,0.63,0.777
71,0.59,2,1,3,2.54,0.187
72,0.59,0,3,3,0.0,0.185
73,0.59,0,5,5,0.0,0.0391
74,0.59,1,3,4,0.42,0.737
75,0.59,0,0,0,,
76,0.59,0,1,1,0.0,1.0
77,0.59,0,0,0,,
78,0.59,0,7,7,0.0,0.00859
79,0.59,4,7,11,0.72,0.671
80,0.59,0,3,3,0.0,0.185
81,0.59,0,3,3,0.0,0.185
82,0.59,3,1,4,3.8,0.0458
83,0.59,0,3,3,0.0,0.185
84,0.59,5,3,8,2.11,0.0917
85,0.59,1,1,2,1.27,0.546
86,0.59,1,1,2,1.27,0.546
87,0.59,0,10,10,0.0,0.000925
88,0.59,1,9,10,0.14,0.0131
89,0.59,1,14,15,0.09,0.000402
90,0.59,0,8,8,0.0,0.00406
91,0.59,1,10,11,0.13,0.00657
92,0.59,2,10,12,0.25,0.0304
93,0.59,1,4,5,0.32,0.389
94,0.59,0,8,8,0.0,0.00406
95,0.59,0,9,9,0.0,0.00193
96,0.59,0,6,6,0.0,0.0183
97,0.59,1,18,19,0.07,2.43e-05
98,0.59,3,13,16,0.29,0.0177
99,0.59,1,18,19,0.07,2.43e-05
100,0.59,0,4,4,0.0,0.0846
2,0.6,491,356,847,1.75,3.73e-30
4,0.6,78,76,154,1.3,0.0234
5,0.6,46,48,94,1.22,0.192
6,0.6,33,32,65,1.31,0.134
7,0.6,16,28,44,0.72,0.24
8,0.6,10,8,18,1.58,0.156
9,0.6,6,16,22,0.48,0.0654
10,0.6,1,12,13,0.11,0.00163
11,0.6,5,5,10,1.27,0.607
13,0.6,1,6,7,0.21,0.102
14,0.6,3,1,4,3.8,0.0458
15,0.6,0,6,6,0.0,0.0183
16,0.6,0,1,1,0.0,1.0
17,0.6,0,0,0,,
18,0.6,0,0,0,,
19,0.6,2,0,2,inf,0.0
20,0.6,0,0,0,,
21,0.6,0,0,0,,
22,0.6,0,1,1,0.0,1.0
23,0.6,0,1,1,0.0,1.0
24,0.6,0,1,1,0.0,1.0
25,0.6,0,0,0,,
27,0.6,0,0,0,,
28,0.6,0,0,0,,
29,0.6,0,0,0,,
30,0.6,0,0,0,,
31,0.6,0,0,0,,
32,0.6,0,0,0,,
33,0.6,0,0,0,,
34,0.6,0,0,0,,
35,0.6,0,0,0,,
36,0.6,0,0,0,,
37,0.6,0,0,0,,
38,0.6,0,0,0,,
39,0.6,0,0,0,,
40,0.6,0,0,0,,
41,0.6,0,1,1,0.0,1.0
42,0.6,0,0,0,,
43,0.6,0,0,0,,
44,0.6,0,1,1,0.0,1.0
45,0.6,0,0,0,,
47,0.6,0,0,0,,
48,0.6,0,2,2,0.0,0.417
49,0.6,0,0,0,,
50,0.6,0,0,0,,
51,0.6,1,1,2,1.27,0.546
52,0.6,3,2,5,1.9,0.211
53,0.6,0,0,0,,
54,0.6,2,1,3,2.54,0.187
55,0.6,0,0,0,,
56,0.6,2,0,2,inf,0.0
57,0.6,0,2,2,0.0,0.417
58,0.6,0,2,2,0.0,0.417
59,0.6,0,2,2,0.0,0.417
60,0.6,0,0,0,,
61,0.6,0,6,6,0.0,0.0183
62,0.6,0,4,4,0.0,0.0846
63,0.6,0,3,3,0.0,0.185
64,0.6,1,0,1,inf,0.0
65,0.6,0,3,3,0.0,0.185
66,0.6,1,2,3,0.63,1.0
68,0.6,2,7,9,0.36,0.194
69,0.6,0,1,1,0.0,1.0
70,0.6,2,4,6,0.63,0.777
71,0.6,2,1,3,2.54,0.187
72,0.6,0,3,3,0.0,0.185
73,0.6,0,5,5,0.0,0.0391
74,0.6,1,3,4,0.42,0.737
75,0.6,0,0,0,,
76,0.6,0,1,1,0.0,1.0
77,0.6,0,0,0,,
78,0.6,0,7,7,0.0,0.00859
79,0.6,4,7,11,0.72,0.671
80,0.6,0,3,3,0.0,0.185
81,0.6,0,3,3,0.0,0.185
82,0.6,3,1,4,3.8,0.0458
83,0.6,0,3,3,0.0,0.185
84,0.6,5,3,8,2.11,0.0917
85,0.6,1,1,2,1.27,0.546
86,0.6,1,1,2,1.27,0.546
87,0.6,0,10,10,0.0,0.000925
88,0.6,1,9,10,0.14,0.0131
89,0.6,1,14,15,0.09,0.000402
90,0.6,0,8,8,0.0,0.00406
91,0.6,1,10,11,0.13,0.00657
92,0.6,2,10,12,0.25,0.0304
93,0.6,1,4,5,0.32,0.389
94,0.6,0,8,8,0.0,0.00406
95,0.6,0,9,9,0.0,0.00193
96,0.6,0,6,6,0.0,0.0183
97,0.6,1,18,19,0.07,2.43e-05
98,0.6,3,13,16,0.29,0.0177
99,0.6,1,18,19,0.07,2.43e-05
100,0.6,0,4,4,0.0,0.0846
2,0.61,417,257,674,2.06,6.79e-40
4,0.61,52,53,105,1.24,0.121
5,0.61,38,39,77,1.24,0.205
6,0.61,21,32,53,0.83,0.485
7,0.61,4,23,27,0.22,0.000142
8,0.61,7,13,20,0.68,0.431
9,0.61,6,10,16,0.76,0.719
10,0.61,0,7,7,0.0,0.00859
11,0.61,2,4,6,0.63,0.777
13,0.61,0,4,4,0.0,0.0846
14,0.61,2,1,3,2.54,0.187
15,0.61,0,1,1,0.0,1.0
16,0.61,0,0,0,,
17,0.61,0,0,0,,
18,0.61,0,0,0,,
19,0.61,2,0,2,inf,0.0
20,0.61,0,0,0,,
21,0.61,0,0,0,,
22,0.61,0,1,1,0.0,1.0
23,0.61,0,1,1,0.0,1.0
24,0.61,0,1,1,0.0,1.0
25,0.61,0,0,0,,
27,0.61,0,0,0,,
28,0.61,0,0,0,,
29,0.61,0,0,0,,
30,0.61,0,0,0,,
31,0.61,0,0,0,,
32,0.61,0,0,0,,
33,0.61,0,0,0,,
34,0.61,0,0,0,,
35,0.61,0,0,0,,
36,0.61,0,0,0,,
37,0.61,0,0,0,,
38,0.61,0,0,0,,
39,0.61,0,0,0,,
40,0.61,0,0,0,,
41,0.61,0,1,1,0.0,1.0
42,0.61,0,0,0,,
43,0.61,0,0,0,,
44,0.61,0,1,1,0.0,1.0
45,0.61,0,0,0,,
47,0.61,0,0,0,,
48,0.61,0,2,2,0.0,0.417
49,0.61,0,0,0,,
50,0.61,0,0,0,,
51,0.61,1,1,2,1.27,0.546
52,0.61,3,2,5,1.9,0.211
53,0.61,0,0,0,,
54,0.61,2,1,3,2.54,0.187
55,0.61,0,0,0,,
56,0.61,2,0,2,inf,0.0
57,0.61,0,2,2,0.0,0.417
58,0.61,0,2,2,0.0,0.417
59,0.61,0,2,2,0.0,0.417
60,0.61,0,0,0,,
61,0.61,0,6,6,0.0,0.0183
62,0.61,0,4,4,0.0,0.0846
63,0.61,0,3,3,0.0,0.185
64,0.61,1,0,1,inf,0.0
65,0.61,0,3,3,0.0,0.185
66,0.61,1,2,3,0.63,1.0
68,0.61,2,7,9,0.36,0.194
69,0.61,0,1,1,0.0,1.0
70,0.61,2,4,6,0.63,0.777
71,0.61,2,1,3,2.54,0.187
72,0.61,0,3,3,0.0,0.185
73,0.61,0,5,5,0.0,0.0391
74,0.61,1,3,4,0.42,0.737
75,0.61,0,0,0,,
76,0.61,0,1,1,0.0,1.0
77,0.61,0,0,0,,
78,0.61,0,7,7,0.0,0.00859
79,0.61,4,7,11,0.72,0.671
80,0.61,0,3,3,0.0,0.185
81,0.61,0,3,3,0.0,0.185
82,0.61,3,1,4,3.8,0.0458
83,0.61,0,3,3,0.0,0.185
84,0.61,5,3,8,2.11,0.0917
85,0.61,1,1,2,1.27,0.546
86,0.61,1,1,2,1.27,0.546
87,0.61,0,10,10,0.0,0.000925
88,0.61,1,9,10,0.14,0.0131
89,0.61,1,14,15,0.09,0.000402
90,0.61,0,8,8,0.0,0.00406
91,0.61,1,10,11,0.13,0.00657
92,0.61,2,10,12,0.25,0.0304
93,0.61,1,4,5,0.32,0.389
94,0.61,0,8,8,0.0,0.00406
95,0.61,0,9,9,0.0,0.00193
96,0.61,0,6,6,0.0,0.0183
97,0.61,1,18,19,0.07,2.43e-05
98,0.61,3,13,16,0.29,0.0177
99,0.61,1,18,19,0.07,2.43e-05
100,0.61,0,4,4,0.0,0.0846
2,0.62,401,249,650,2.04,9.45e-38
4,0.62,53,51,104,1.32,0.0482
5,0.62,35,38,73,1.17,0.359
6,0.62,9,31,40,0.37,0.000746
7,0.62,4,20,24,0.25,0.000925
8,0.62,1,12,13,0.11,0.00163
9,0.62,8,10,18,1.01,0.859
10,0.62,0,5,5,0.0,0.0391
11,0.62,2,4,6,0.63,0.777
13,0.62,0,5,5,0.0,0.0391
14,0.62,1,1,2,1.27,0.546
15,0.62,1,0,1,inf,0.0
16,0.62,0,0,0,,
17,0.62,0,0,0,,
18,0.62,0,0,0,,
19,0.62,1,0,1,inf,0.0
20,0.62,0,0,0,,
21,0.62,0,0,0,,
22,0.62,0,1,1,0.0,1.0
23,0.62,0,0,0,,
24,0.62,0,1,1,0.0,1.0
25,0.62,0,0,0,,
27,0.62,0,0,0,,
28,0.62,0,0,0,,
29,0.62,0,0,0,,
30,0.62,0,0,0,,
31,0.62,0,0,0,,
32,0.62,0,0,0,,
33,0.62,0,0,0,,
34,0.62,0,0,0,,
35,0.62,0,0,0,,
36,0.62,0,0,0,,
37,0.62,0,0,0,,
38,0.62,0,0,0,,
39,0.62,0,0,0,,
40,0.62,0,0,0,,
41,0.62,0,1,1,0.0,1.0
42,0.62,0,0,0,,
43,0.62,0,0,0,,
44,0.62,0,1,1,0.0,1.0
45,0.62,0,0,0,,
47,0.62,0,0,0,,
48,0.62,0,2,2,0.0,0.417
49,0.62,0,0,0,,
50,0.62,0,0,0,,
51,0.62,1,1,2,1.27,0.546
52,0.62,3,2,5,1.9,0.211
53,0.62,0,0,0,,
54,0.62,2,1,3,2.54,0.187
55,0.62,0,0,0,,
56,0.62,2,0,2,inf,0.0
57,0.62,0,2,2,0.0,0.417
58,0.62,0,2,2,0.0,0.417
59,0.62,0,2,2,0.0,0.417
60,0.62,0,0,0,,
61,0.62,0,6,6,0.0,0.0183
62,0.62,0,4,4,0.0,0.0846
63,0.62,0,3,3,0.0,0.185
64,0.62,1,0,1,inf,0.0
65,0.62,0,3,3,0.0,0.185
66,0.62,1,2,3,0.63,1.0
68,0.62,2,7,9,0.36,0.194
69,0.62,0,1,1,0.0,1.0
70,0.62,2,4,6,0.63,0.777
71,0.62,2,1,3,2.54,0.187
72,0.62,0,3,3,0.0,0.185
73,0.62,0,5,5,0.0,0.0391
74,0.62,1,3,4,0.42,0.737
75,0.62,0,0,0,,
76,0.62,0,1,1,0.0,1.0
77,0.62,0,0,0,,
78,0.62,0,7,7,0.0,0.00859
79,0.62,4,7,11,0.72,0.671
80,0.62,0,3,3,0.0,0.185
81,0.62,0,3,3,0.0,0.185
82,0.62,3,1,4,3.8,0.0458
83,0.62,0,3,3,0.0,0.185
84,0.62,5,3,8,2.11,0.0917
85,0.62,1,1,2,1.27,0.546
86,0.62,1,1,2,1.27,0.546
87,0.62,0,10,10,0.0,0.000925
88,0.62,1,9,10,0.14,0.0131
89,0.62,1,14,15,0.09,0.000402
90,0.62,0,8,8,0.0,0.00406
91,0.62,1,10,11,0.13,0.00657
92,0.62,2,10,12,0.25,0.0304
93,0.62,1,4,5,0.32,0.389
94,0.62,0,8,8,0.0,0.00406
95,0.62,0,9,9,0.0,0.00193
96,0.62,0,6,6,0.0,0.0183
97,0.62,1,18,19,0.07,2.43e-05
98,0.62,3,13,16,0.29,0.0177
99,0.62,1,18,19,0.07,2.43e-05
100,0.62,0,4,4,0.0,0.0846
2,0.63,341,217,558,1.99,1.63e-30
